Side,Instrument,Price (BTC),Price (USD),Mark Price (BTC),IV (%),Size,Entry Value,Underlying Price,Expiration Date,Strike Price,Option Type,Entry Date,BlockTrade IDs,BlockTrade Count,Combo ID,ComboTrade IDs,Trade ID
BUY,BTC-14APR25-83000-P,0.0055,467.37,0.00489535,52.84,1.4,654.32,84975.47,14-Apr-25,83000.0,Put,2025-04-12 14:36,,,,,361099925
BUY,BTC-14APR25-83000-P,0.0055,467.37,0.00489535,52.84,1.5,701.06,84975.47,14-Apr-25,83000.0,Put,2025-04-12 14:36,,,,,361099926
BUY,BTC-14APR25-83000-P,0.0055,467.37,0.00489535,52.84,8.4,3925.91,84975.47,14-Apr-25,83000.0,Put,2025-04-12 14:36,,,,,361099927
BUY,BTC-14APR25-83000-P,0.0055,467.37,0.00489535,52.84,13.7,6402.97,84975.47,14-Apr-25,83000.0,Put,2025-04-12 14:36,,,,,361099928
SELL,BTC-14APR25-84000-P,0.0085,721.53,0.00869356,48.26,5.0,3607.65,84886.34,14-Apr-25,84000.0,Put,2025-04-12 14:37,,,,,361100139
SELL,BTC-14APR25-85000-P,0.0135,1146.85,0.01366832,48.47,0.1,114.68,84952.18,14-Apr-25,85000.0,Put,2025-04-12 14:38,,,,,361100376
SELL,BTC-14APR25-85000-P,0.0135,1146.55,0.01383469,48.11,0.1,114.66,84929.4,14-Apr-25,85000.0,Put,2025-04-12 14:38,,,,,361100498
SELL,BTC-14APR25-88000-C,0.0031,263.28,0.00326974,51.86,0.1,26.33,84929.53,14-Apr-25,88000.0,Call,2025-04-12 14:38,,,,,361100278
SELL,BTC-15APR25-84000-P,0.012,1020.21,0.0123996,51.07,1.0,1020.21,85017.7,15-Apr-25,84000.0,Put,2025-04-12 14:35,,,,,361099797
BUY,BTC-15APR25-84000-P,0.012,1020.21,0.0123996,51.07,3.3,3366.69,85017.7,15-Apr-25,84000.0,Put,2025-04-12 14:35,,,,,361099798
BUY,BTC-15APR25-84000-P,0.012,1020.21,0.0123996,51.07,0.7,714.15,85017.7,15-Apr-25,84000.0,Put,2025-04-12 14:35,,,,,361099799
SELL,BTC-15APR25-86000-C,0.0125,1062.45,0.01307039,50.83,1.0,1062.45,84995.87,15-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099895
SELL,BTC-15APR25-88000-C,0.006,509.98,0.00627331,52.52,0.8,407.98,84996.89,15-Apr-25,88000.0,Call,2025-04-12 14:35,,,,,361099771
SELL,BTC-18APR25-78000-P,0.0044,373.92,0.00430178,59.81,0.1,37.39,84982.12,18-Apr-25,78000.0,Put,2025-04-12 14:36,,,,,361099878
BUY,BTC-18APR25-78000-P,0.0045,382.0,0.00447372,59.68,0.1,38.2,84888.18,18-Apr-25,78000.0,Put,2025-04-12 14:36,,,,,361100106
SELL,BTC-18APR25-78000-P,0.0045,382.01,0.00447367,59.71,0.2,76.4,84891.96,18-Apr-25,78000.0,Put,2025-04-12 14:37,,,,,361100158
SELL,BTC-18APR25-78000-P,0.0044,373.88,0.00433995,59.77,0.1,37.39,84973.11,18-Apr-25,78000.0,Put,2025-04-12 14:38,,,,,361100307
SELL,BTC-18APR25-81000-P,0.01,849.12,0.01038628,55.96,0.3,254.74,84911.58,18-Apr-25,81000.0,Put,2025-04-12 14:37,,,,,361100175
BUY,BTC-18APR25-82000-P,0.013,1105.21,0.01311987,55.92,0.1,110.52,85016.38,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099844
BUY,BTC-18APR25-82000-P,0.013,1105.18,0.01312234,55.9,0.2,221.04,85013.54,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099846
BUY,BTC-18APR25-82000-P,0.013,1105.18,0.01312234,55.9,0.1,110.52,85013.54,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099850
BUY,BTC-18APR25-82000-P,0.013,1105.18,0.01312234,55.9,1.1,1215.7,85013.54,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099853
BUY,BTC-18APR25-82000-P,0.013,1105.18,0.01312234,55.9,0.2,221.04,85013.54,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099856
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.1,110.51,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099864
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.1,110.51,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099865
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.1,110.51,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099868
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,1.3,1436.63,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099871
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.1,110.51,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099872
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.7,773.57,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099873
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.2,221.02,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099874
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.1,110.51,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099875
BUY,BTC-18APR25-82000-P,0.013,1105.1,0.01312505,55.84,0.1,110.51,85007.55,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099876
BUY,BTC-18APR25-82000-P,0.013,1104.77,0.01311851,55.62,2.5,2761.92,84982.12,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099877
SELL,BTC-18APR25-82000-P,0.0125,1062.2,0.01319608,54.41,1.0,1062.2,84976.32,18-Apr-25,82000.0,Put,2025-04-12 14:36,,,,,361099924
SELL,BTC-18APR25-83000-P,0.017,1444.63,0.01718802,55.5,0.1,144.46,84978.38,18-Apr-25,83000.0,Put,2025-04-12 14:38,,,,,361100309
SELL,BTC-18APR25-86000-C,0.023,1954.87,0.02310806,55.98,0.3,586.46,84994.44,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099901
SELL,BTC-18APR25-86000-C,0.023,1954.87,0.02310806,55.98,0.1,195.49,84994.44,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099902
SELL,BTC-18APR25-86000-C,0.023,1954.87,0.02310806,55.98,0.1,195.49,84994.44,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099903
SELL,BTC-18APR25-86000-C,0.023,1954.87,0.02310806,55.98,0.1,195.49,84994.44,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099904
SELL,BTC-18APR25-86000-C,0.023,1954.87,0.02310806,55.98,0.1,195.49,84994.44,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099907
SELL,BTC-18APR25-86000-C,0.023,1954.87,0.02310806,55.98,0.1,195.49,84994.44,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099908
SELL,BTC-18APR25-86000-C,0.023,1954.87,0.02310806,55.98,0.1,195.49,84994.44,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099909
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099910
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099911
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099913
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099914
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099915
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099917
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099918
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.5,977.42,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099919
SELL,BTC-18APR25-86000-C,0.023,1954.84,0.02309896,56.02,0.1,195.48,84993.04,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099921
SELL,BTC-18APR25-86000-C,0.023,1954.68,0.02307447,56.09,0.1,195.47,84986.05,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099923
SELL,BTC-18APR25-86000-C,0.023,1954.44,0.02305692,56.2,1.3,2540.77,84975.47,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099938
SELL,BTC-18APR25-86000-C,0.023,1954.44,0.02305692,56.2,0.7,1368.11,84975.47,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099939
SELL,BTC-18APR25-86000-C,0.023,1954.44,0.02305692,56.2,0.1,195.44,84975.47,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099943
SELL,BTC-18APR25-86000-C,0.023,1954.44,0.02305692,56.2,0.3,586.33,84975.47,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099944
SELL,BTC-18APR25-86000-C,0.023,1954.44,0.02305692,56.2,0.1,195.44,84975.47,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099946
SELL,BTC-18APR25-86000-C,0.023,1954.44,0.02305692,56.2,0.1,195.44,84975.47,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099947
SELL,BTC-18APR25-86000-C,0.023,1954.22,0.02297028,56.24,0.2,390.84,84966.12,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099950
SELL,BTC-18APR25-86000-C,0.023,1954.04,0.02296582,56.39,0.1,195.4,84958.29,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099951
SELL,BTC-18APR25-86000-C,0.023,1953.98,0.02294903,56.42,0.2,390.8,84955.53,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099956
SELL,BTC-18APR25-86000-C,0.023,1953.98,0.02294903,56.42,0.1,195.4,84955.53,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099957
SELL,BTC-18APR25-86000-C,0.023,1953.98,0.02294903,56.42,0.7,1367.79,84955.53,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099958
SELL,BTC-18APR25-86000-C,0.023,1953.98,0.02294903,56.42,0.8,1563.18,84955.53,18-Apr-25,86000.0,Call,2025-04-12 14:36,,,,,361099959
SELL,BTC-18APR25-88000-C,0.0145,1230.97,0.01436602,56.86,0.6,738.58,84894.72,18-Apr-25,88000.0,Call,2025-04-12 14:36,,,,,361100081
SELL,BTC-18APR25-88000-C,0.0145,1230.97,0.01436602,56.86,0.1,123.1,84894.72,18-Apr-25,88000.0,Call,2025-04-12 14:36,,,,,361100082
SELL,BTC-18APR25-88000-C,0.0145,1231.82,0.01459487,56.37,9.3,11455.93,84953.24,18-Apr-25,88000.0,Call,2025-04-12 14:37,,,,,361100253
BUY,BTC-18APR25-88000-C,0.0145,1231.82,0.01459487,56.37,0.7,862.27,84953.24,18-Apr-25,88000.0,Call,2025-04-12 14:37,,,,,361100254
SELL,BTC-18APR25-93000-C,0.0039,331.5,0.00409516,57.47,0.1,33.15,85000.27,18-Apr-25,93000.0,Call,2025-04-12 14:35,,,,,361099770
SELL,BTC-18APR25-94000-C,0.0029,246.17,0.0030342,58.22,0.1,24.62,84885.74,18-Apr-25,94000.0,Call,2025-04-12 14:36,,,,,361100104
SELL,BTC-18APR25-96000-C,0.0019,161.31,0.00182753,61.0,0.1,16.13,84898.15,18-Apr-25,96000.0,Call,2025-04-12 14:36,,,,,361100079
BUY,BTC-25APR25-60000-P,0.0009,76.51,0.00078634,89.21,0.1,7.65,85013.34,25-Apr-25,60000.0,Put,2025-04-12 14:35,,,,,361099805
BUY,BTC-25APR25-60000-P,0.0009,76.51,0.00078634,89.21,9.9,757.45,85013.34,25-Apr-25,60000.0,Put,2025-04-12 14:35,,,,,361099806
SELL,BTC-25APR25-75000-P,0.0065,551.81,0.00670121,58.8,2.0,1103.62,84893.47,25-Apr-25,75000.0,Put,2025-04-12 14:36,,,,,361100083
SELL,BTC-25APR25-75000-P,0.0065,551.77,0.00671427,58.78,1.0,551.77,84888.18,25-Apr-25,75000.0,Put,2025-04-12 14:36,,,,,361100107
SELL,BTC-25APR25-81000-C,0.07,5950.2,0.06872538,56.88,1.0,5950.2,85002.8,25-Apr-25,81000.0,Call,2025-04-12 14:36,,,,,361099891
SELL,BTC-25APR25-83000-P,0.03,2546.57,0.0298016,55.37,1.0,2546.57,84885.59,25-Apr-25,83000.0,Put,2025-04-12 14:37,,,,,361100148
SELL,BTC-25APR25-83000-P,0.0295,2505.63,0.02957902,55.02,1.0,2505.63,84936.58,25-Apr-25,83000.0,Put,2025-04-12 14:38,,,,,361100300
SELL,BTC-25APR25-88000-C,0.0265,2250.88,0.02693498,54.8,1.0,2250.88,84938.74,25-Apr-25,88000.0,Call,2025-04-12 14:36,,,,,361100010
SELL,BTC-25APR25-88000-C,0.027,2292.06,0.02678233,55.78,1.0,2292.06,84891.27,25-Apr-25,88000.0,Call,2025-04-12 14:37,,,,,361100143
SELL,BTC-25APR25-88000-C,0.027,2292.06,0.02678233,55.78,0.1,229.21,84891.27,25-Apr-25,88000.0,Call,2025-04-12 14:37,,,,,361100144
SELL,BTC-25APR25-88000-C,0.027,2292.06,0.02678233,55.78,0.1,229.21,84891.27,25-Apr-25,88000.0,Call,2025-04-12 14:37,,,,,361100145
SELL,BTC-25APR25-88000-C,0.027,2291.85,0.02680462,55.82,0.1,229.18,84883.49,25-Apr-25,88000.0,Call,2025-04-12 14:37,,,,,361100146
SELL,BTC-25APR25-88000-C,0.027,2291.85,0.02680462,55.82,0.1,229.18,84883.49,25-Apr-25,88000.0,Call,2025-04-12 14:37,,,,,361100147
SELL,BTC-25APR25-92000-C,0.014,1189.26,0.0143827,55.54,0.1,118.93,84947.04,25-Apr-25,92000.0,Call,2025-04-12 14:39,,,,,361100510
BUY,BTC-25APR25-102000-C,0.0025,212.28,0.00242759,59.09,1.0,212.28,84911.06,25-Apr-25,102000.0,Call,2025-04-12 14:37,,,,,361100179
BUY,BTC-25APR25-105000-C,0.0014,118.86,0.00148213,59.76,0.1,11.89,84897.91,25-Apr-25,105000.0,Call,2025-04-12 14:37,,,,,361100207
SELL,BTC-30MAY25-76000-C,0.144,12241.67,0.14386358,55.86,0.1,1224.17,85011.63,30-May-25,76000.0,Call,2025-04-12 14:35,,,,,361099807
SELL,BTC-30MAY25-76000-C,0.144,12241.95,0.14388162,55.84,1.0,12241.95,85013.54,30-May-25,76000.0,Call,2025-04-12 14:36,,,,,361099834
SELL,BTC-30MAY25-76000-C,0.144,12241.95,0.14388162,55.84,0.2,2448.39,85013.54,30-May-25,76000.0,Call,2025-04-12 14:36,,,,,361099837
SELL,BTC-30MAY25-76000-C,0.144,12241.95,0.14388162,55.84,0.1,1224.2,85013.54,30-May-25,76000.0,Call,2025-04-12 14:36,,,,,361099842
SELL,BTC-30MAY25-76000-C,0.144,12241.09,0.14386194,55.87,0.6,7344.65,85007.55,30-May-25,76000.0,Call,2025-04-12 14:36,,,,,361099859
SELL,BTC-30MAY25-86000-C,0.0755,6417.19,0.07524891,54.34,1.9,12192.66,84995.87,30-May-25,86000.0,Call,2025-04-12 14:36,,,,,361099899
SELL,BTC-30MAY25-86000-C,0.0755,6416.97,0.07526358,54.35,0.1,641.7,84993.04,30-May-25,86000.0,Call,2025-04-12 14:36,,,,,361099922
SELL,BTC-30MAY25-86000-C,0.0755,6415.65,0.07520858,54.41,0.6,3849.39,84975.47,30-May-25,86000.0,Call,2025-04-12 14:36,,,,,361099942
SELL,BTC-30MAY25-86000-C,0.0755,6415.65,0.07520858,54.41,0.1,641.57,84975.47,30-May-25,86000.0,Call,2025-04-12 14:36,,,,,361099945
SELL,BTC-30MAY25-86000-C,0.0755,6415.65,0.07520858,54.41,2.3,14755.99,84975.47,30-May-25,86000.0,Call,2025-04-12 14:36,,,,,361099948
BUY,BTC-30MAY25-92000-C,0.049,4164.62,0.04862264,54.56,0.1,416.46,84992.34,30-May-25,92000.0,Call,2025-04-12 14:35,,,,,361099772
BUY,BTC-30MAY25-95000-C,0.0385,3270.79,0.03857858,54.42,5.0,16353.95,84955.53,30-May-25,95000.0,Call,2025-04-12 14:36,,,,,361099971
SELL,BTC-30MAY25-106000-C,0.0165,1402.76,0.01672427,55.85,0.1,140.28,85015.59,30-May-25,106000.0,Call,2025-04-12 14:35,,,,,361099826
SELL,BTC-27JUN25-100000-C,0.0445,3779.31,0.04434623,54.98,2.5,9448.28,84928.39,27-Jun-25,100000.0,Call,2025-04-12 14:36,,,,,361099979
SELL,BTC-27JUN25-100000-C,0.0445,3779.62,0.04431094,54.97,2.5,9449.05,84935.22,27-Jun-25,100000.0,Call,2025-04-12 14:36,,,,,361099984
BUY,BTC-26SEP25-95000-C,0.114,9679.18,0.11443634,55.5,0.2,1935.84,84905.05,26-Sep-25,95000.0,Call,2025-04-12 14:37,,,,,361100177
BUY,BTC-26SEP25-95000-C,0.114,9679.18,0.11443634,55.5,0.4,3871.67,84905.05,26-Sep-25,95000.0,Call,2025-04-12 14:37,,,,,361100178
BUY,BTC-26SEP25-95000-C,0.114,9682.26,0.11445596,55.46,0.4,3872.9,84932.1,26-Sep-25,95000.0,Call,2025-04-12 14:37,,,,,361100238
BUY,BTC-14APR25-84000-C,0.019,1611.89,0.01906862,49.2,0.1,161.19,84836.35,14-Apr-25,84000.0,Call,2025-04-12 14:42,,,,,361101282
SELL,BTC-14APR25-85000-C,0.0125,1060.38,0.01277754,48.64,0.1,106.04,84830.46,14-Apr-25,85000.0,Call,2025-04-12 14:44,,,,,361101638
SELL,BTC-14APR25-87000-C,0.005,424.23,0.00519259,51.04,0.3,127.27,84846.5,14-Apr-25,87000.0,Call,2025-04-12 14:43,,,,,361101503
SELL,BTC-14APR25-92000-C,0.0004,33.94,0.00047186,59.8,0.1,3.39,84855.92,14-Apr-25,92000.0,Call,2025-04-12 14:41,,,,,361101023
BUY,BTC-15APR25-78000-P,0.0012,101.76,0.00127598,61.1,0.1,10.18,84800.0,15-Apr-25,78000.0,Put,2025-04-12 14:42,,,,,361101107
BUY,BTC-15APR25-84000-P,0.013,1103.12,0.01327587,51.8,0.1,110.31,84855.26,15-Apr-25,84000.0,Put,2025-04-12 14:45,,,,,361101753
SELL,BTC-15APR25-85000-C,0.0175,1484.43,0.01724252,53.2,0.5,742.22,84824.81,15-Apr-25,85000.0,Call,2025-04-12 14:44,,,,,361101575
SELL,BTC-15APR25-90000-C,0.0023,195.15,0.00247184,53.41,1.5,292.73,84847.44,15-Apr-25,90000.0,Call,2025-04-12 14:41,,,,,361101046
SELL,BTC-18APR25-75000-P,0.002,169.66,0.00204205,64.16,0.1,16.97,84830.34,18-Apr-25,75000.0,Put,2025-04-12 14:44,,,,,361101615
SELL,BTC-18APR25-75000-P,0.0019,161.18,0.00204889,63.45,0.6,96.71,84831.22,18-Apr-25,75000.0,Put,2025-04-12 14:44,,,,,361101626
SELL,BTC-18APR25-75000-P,0.0019,161.18,0.00204875,63.45,0.2,32.24,84832.02,18-Apr-25,75000.0,Put,2025-04-12 14:44,,,,,361101633
SELL,BTC-18APR25-75000-P,0.0019,161.18,0.00204875,63.45,0.3,48.35,84832.02,18-Apr-25,75000.0,Put,2025-04-12 14:44,,,,,361101634
SELL,BTC-18APR25-75000-P,0.0018,152.7,0.00204845,62.72,0.5,76.35,84831.29,18-Apr-25,75000.0,Put,2025-04-12 14:44,,,,,361101642
BUY,BTC-18APR25-76000-P,0.0025,212.09,0.00258765,61.81,11.3,2396.62,84835.47,18-Apr-25,76000.0,Put,2025-04-12 14:44,,,,,361101645
SELL,BTC-18APR25-78000-P,0.0045,381.78,0.00446808,59.4,0.1,38.18,84841.07,18-Apr-25,78000.0,Put,2025-04-12 14:44,,,,,361101597
SELL,BTC-18APR25-78000-P,0.0045,381.81,0.00449409,59.43,0.1,38.18,84846.18,18-Apr-25,78000.0,Put,2025-04-12 14:44,,,,,361101605
SELL,BTC-18APR25-78000-P,0.0044,373.26,0.00450562,58.94,0.1,37.33,84831.22,18-Apr-25,78000.0,Put,2025-04-12 14:44,,,,,361101625
SELL,BTC-18APR25-78000-P,0.0044,373.26,0.0045054,58.94,0.1,37.33,84832.02,18-Apr-25,78000.0,Put,2025-04-12 14:44,,,,,361101635
SELL,BTC-18APR25-78000-P,0.0045,381.74,0.00449805,59.36,0.1,38.17,84830.46,18-Apr-25,78000.0,Put,2025-04-12 14:44,,,,,361101636
SELL,BTC-18APR25-78000-P,0.0044,373.26,0.00450575,58.93,0.1,37.33,84831.05,18-Apr-25,78000.0,Put,2025-04-12 14:44,,,,,361101641
BUY,BTC-18APR25-80000-P,0.008,678.77,0.00794608,57.55,0.1,67.88,84846.18,18-Apr-25,80000.0,Put,2025-04-12 14:44,,,,,361101604
BUY,BTC-18APR25-80000-P,0.008,678.65,0.00796748,57.45,0.1,67.86,84831.64,18-Apr-25,80000.0,Put,2025-04-12 14:44,,,,,361101624
BUY,BTC-18APR25-80000-P,0.008,678.65,0.00796136,57.44,0.1,67.86,84830.91,18-Apr-25,80000.0,Put,2025-04-12 14:44,,,,,361101632
BUY,BTC-18APR25-80000-P,0.008,678.64,0.00795317,57.43,0.1,67.86,84830.56,18-Apr-25,80000.0,Put,2025-04-12 14:44,,,,,361101639
SELL,BTC-18APR25-83000-P,0.0175,1484.81,0.01795997,55.32,0.1,148.48,84846.18,18-Apr-25,83000.0,Put,2025-04-12 14:44,,,,,361101603
SELL,BTC-18APR25-83000-P,0.0175,1484.54,0.01801261,55.16,0.3,445.36,84831.05,18-Apr-25,83000.0,Put,2025-04-12 14:44,,,,,361101640
SELL,BTC-18APR25-84000-P,0.0225,1908.69,0.02294859,55.31,0.3,572.61,84830.46,18-Apr-25,84000.0,Put,2025-04-12 14:44,,,,,361101637
SELL,BTC-18APR25-86000-C,0.023,1951.73,0.02274789,57.5,0.1,195.17,84857.87,18-Apr-25,86000.0,Call,2025-04-12 14:43,,,,,361101488
SELL,BTC-18APR25-90000-C,0.0085,721.24,0.00881983,56.71,0.1,72.12,84851.88,18-Apr-25,90000.0,Call,2025-04-12 14:43,,,,,361101526
SELL,BTC-18APR25-92000-C,0.005,424.03,0.0052038,57.75,0.1,42.4,84806.45,18-Apr-25,92000.0,Call,2025-04-12 14:41,,,,,361101083
SELL,BTC-18APR25-94000-C,0.0029,246.06,0.00310771,58.5,0.1,24.61,84848.83,18-Apr-25,94000.0,Call,2025-04-12 14:42,,,,,361101397
SELL,BTC-18APR25-96000-C,0.0019,161.14,0.00183075,61.44,0.1,16.11,84810.0,18-Apr-25,96000.0,Call,2025-04-12 14:41,,,,,361101081
SELL,BTC-25APR25-85000-C,0.0415,3521.19,0.04115403,56.07,4.9,17253.83,84847.98,25-Apr-25,85000.0,Call,2025-04-12 14:41,,,,,361101044
SELL,BTC-25APR25-100000-C,0.0035,296.89,0.00344287,58.42,0.1,29.69,84824.81,25-Apr-25,100000.0,Call,2025-04-12 14:44,,,,,361101576
BUY,BTC-25APR25-100000-C,0.0035,296.89,0.00344287,58.42,4.9,1454.76,84824.81,25-Apr-25,100000.0,Call,2025-04-12 14:44,,,,,361101577
SELL,BTC-30MAY25-72000-P,0.0215,1823.98,0.0219642,56.71,0.1,182.4,84836.37,30-May-25,72000.0,Put,2025-04-12 14:44,,,,,361101644
SELL,BTC-30MAY25-108000-C,0.014,1188.05,0.0143191,56.32,0.1,118.8,84861.01,30-May-25,108000.0,Call,2025-04-12 14:42,,,,,361101462
SELL,BTC-30MAY25-108000-C,0.014,1188.05,0.0143191,56.32,0.9,1069.24,84861.01,30-May-25,108000.0,Call,2025-04-12 14:42,,,,,361101463
BUY,BTC-30MAY25-108000-C,0.014,1187.79,0.01426232,56.35,1.0,1187.79,84842.07,30-May-25,108000.0,Call,2025-04-12 14:43,,,,,361101530
SELL,BTC-30MAY25-110000-C,0.012,1018.28,0.0123734,56.67,0.1,101.83,84856.32,30-May-25,110000.0,Call,2025-04-12 14:43,,,,,361101486
SELL,BTC-30MAY25-110000-C,0.012,1018.28,0.0123734,56.67,0.9,916.45,84856.32,30-May-25,110000.0,Call,2025-04-12 14:43,,,,,361101487
SELL,BTC-27JUN25-80000-C,0.132,11190.7,0.13184115,54.59,0.5,5595.35,84778.0,27-Jun-25,80000.0,Call,2025-04-12 14:45,,,,,361101856
BUY,BTC-26SEP25-80000-P,0.1075,9119.57,0.10684666,55.96,1.0,9119.57,84833.21,26-Sep-25,80000.0,Put,2025-04-12 14:44,,,,,361101587
BUY,BTC-14APR25-80000-P,0.0012,101.63,0.00123985,57.04,0.1,10.16,84693.8,14-Apr-25,80000.0,Put,2025-04-12 14:49,,,,,361102889
BUY,BTC-14APR25-83000-C,0.026,2202.42,0.02618487,49.21,0.5,1101.21,84708.42,14-Apr-25,83000.0,Call,2025-04-12 14:50,,,,,361103020
BUY,BTC-14APR25-84000-P,0.0095,804.6,0.0096536,48.99,0.1,80.46,84695.25,14-Apr-25,84000.0,Put,2025-04-12 14:49,,,,,361102839
SELL,BTC-14APR25-85000-P,0.015,1270.43,0.01535716,48.57,0.1,127.04,84695.22,14-Apr-25,85000.0,Put,2025-04-12 14:49,,,,,361102843
BUY,BTC-14APR25-85000-P,0.015,1271.52,0.01488798,50.35,0.1,127.15,84768.04,14-Apr-25,85000.0,Put,2025-04-12 14:50,,,,,361103117
BUY,BTC-14APR25-85000-P,0.015,1270.79,0.01520571,49.21,0.1,127.08,84719.31,14-Apr-25,85000.0,Put,2025-04-12 14:50,,,,,361103130
SELL,BTC-15APR25-83000-P,0.0095,804.6,0.00951374,52.64,0.7,563.22,84694.85,15-Apr-25,83000.0,Put,2025-04-12 14:49,,,,,361102855
SELL,BTC-15APR25-83000-P,0.0095,804.6,0.00951407,52.64,0.7,563.22,84694.37,15-Apr-25,83000.0,Put,2025-04-12 14:49,,,,,361102864
SELL,BTC-15APR25-83000-P,0.0095,804.6,0.00951025,52.65,0.4,321.84,84695.2,15-Apr-25,83000.0,Put,2025-04-12 14:49,,,,,361102873
SELL,BTC-15APR25-83000-P,0.0095,804.56,0.00953102,52.59,0.7,563.19,84690.23,15-Apr-25,83000.0,Put,2025-04-12 14:49,,,,,361102896
BUY,BTC-15APR25-84000-C,0.0225,1905.89,0.02279882,51.73,0.1,190.59,84706.14,15-Apr-25,84000.0,Call,2025-04-12 14:50,,,,,361102996
BUY,BTC-15APR25-86000-P,0.0265,2244.68,0.02656643,52.47,0.1,224.47,84705.05,15-Apr-25,86000.0,Put,2025-04-12 14:49,,,,,361102809
BUY,BTC-15APR25-86000-P,0.0265,2244.44,0.02663674,52.26,0.1,224.44,84696.02,15-Apr-25,86000.0,Put,2025-04-12 14:49,,,,,361102861
BUY,BTC-18APR25-70000-P,0.0009,76.23,0.00087112,79.06,0.1,7.62,84694.85,18-Apr-25,70000.0,Put,2025-04-12 14:49,,,,,361102852
