Side,Instrument,Price (BTC),Price (USD),Mark Price (BTC),IV (%),Size,Entry Value,Underlying Price,Expiration Date,Strike Price,Option Type,Entry Date,BlockTrade IDs,BlockTrade Count,Combo ID,ComboTrade IDs,Trade ID
BUY,BTC-14APR25-81000-P,0.0011,92.48,0.00109009,60.39,0.1,9.25,84070.17,14-Apr-25,81000.0,Put,2025-04-13 13:37,,,,,361269469
BUY,BTC-14APR25-81000-P,0.0011,92.46,0.00110451,60.16,0.3,27.74,84054.06,14-Apr-25,81000.0,Put,2025-04-13 13:37,,,,,361269497
BUY,BTC-14APR25-81000-P,0.0011,92.44,0.00112052,59.86,0.3,27.73,84031.93,14-Apr-25,81000.0,Put,2025-04-13 13:38,,,,,361269608
BUY,BTC-14APR25-81000-P,0.0011,92.51,0.00103905,60.86,0.1,9.25,84096.6,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269696
BUY,BTC-14APR25-81000-P,0.0011,92.49,0.00105368,60.65,0.2,18.5,84081.86,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269703
BUY,BTC-14APR25-81000-P,0.0011,92.49,0.00105368,60.65,0.1,9.25,84081.86,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269704
BUY,BTC-14APR25-81000-P,0.0011,92.49,0.00105368,60.65,0.1,9.25,84081.86,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269706
BUY,BTC-14APR25-81000-P,0.0011,92.49,0.00105368,60.65,0.3,27.75,84078.49,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269720
BUY,BTC-14APR25-81000-P,0.0011,92.49,0.00105368,60.65,0.3,27.75,84078.49,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269722
BUY,BTC-14APR25-81000-P,0.0011,92.49,0.00105368,60.65,0.1,9.25,84078.49,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269723
BUY,BTC-14APR25-81000-P,0.0011,92.42,0.00111229,60.02,0.2,18.48,84020.21,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269878
BUY,BTC-14APR25-81000-P,0.0011,92.41,0.00111229,60.02,0.7,64.69,84013.19,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269889
BUY,BTC-14APR25-81000-P,0.0011,92.41,0.00111229,60.02,0.2,18.48,84013.19,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269898
BUY,BTC-14APR25-81000-P,0.0011,92.39,0.00111749,59.67,0.2,18.48,83989.85,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269905
BUY,BTC-14APR25-81000-P,0.0011,92.39,0.00111749,59.67,0.3,27.72,83989.85,14-Apr-25,81000.0,Put,2025-04-13 13:40,,,,,361269916
SELL,BTC-14APR25-81000-P,0.0011,92.4,0.00109027,59.5,12.5,1155.0,83997.47,14-Apr-25,81000.0,Put,2025-04-13 13:41,BLOCK-192779,2.0,BTC-PS-14APR25-82000_81000,,361270209
BUY,BTC-14APR25-81000-P,0.0011,92.22,0.00114063,57.2,0.2,18.44,83839.53,14-Apr-25,81000.0,Put,2025-04-13 13:42,,,,,361270550
BUY,BTC-14APR25-81000-P,0.0011,92.22,0.0011392,57.14,0.3,27.67,83835.71,14-Apr-25,81000.0,Put,2025-04-13 13:42,,,,,361270571
BUY,BTC-14APR25-81000-P,0.0011,92.22,0.00113455,57.14,0.2,18.44,83838.29,14-Apr-25,81000.0,Put,2025-04-13 13:42,,,,,361270577
BUY,BTC-14APR25-81000-P,0.0011,92.22,0.00113578,57.17,0.1,9.22,83835.44,14-Apr-25,81000.0,Put,2025-04-13 13:42,,,,,361270620
BUY,BTC-14APR25-81000-P,0.0011,92.21,0.00113995,57.07,0.1,9.22,83830.51,14-Apr-25,81000.0,Put,2025-04-13 13:43,,,,,361270659
BUY,BTC-14APR25-81000-P,0.0011,92.21,0.00114636,56.98,0.2,18.44,83824.42,14-Apr-25,81000.0,Put,2025-04-13 13:43,,,,,361270697
BUY,BTC-14APR25-81000-P,0.0011,92.22,0.00103517,57.38,6.3,580.99,83838.65,14-Apr-25,81000.0,Put,2025-04-13 13:49,,,,,361272047
BUY,BTC-14APR25-81000-P,0.0011,92.2,0.00103654,57.38,0.2,18.44,83815.27,14-Apr-25,81000.0,Put,2025-04-13 13:49,,,,,361272048
BUY,BTC-14APR25-81000-P,0.0011,92.2,0.00103654,57.38,0.5,46.1,83815.27,14-Apr-25,81000.0,Put,2025-04-13 13:49,,,,,361272049
BUY,BTC-14APR25-81000-P,0.0012,100.32,0.00130166,55.22,0.1,10.03,83601.39,14-Apr-25,81000.0,Put,2025-04-13 13:53,,,,,361272786
BUY,BTC-14APR25-81000-P,0.0012,100.32,0.00130255,55.25,0.1,10.03,83597.45,14-Apr-25,81000.0,Put,2025-04-13 13:53,,,,,361272793
SELL,BTC-14APR25-81000-P,0.0008,67.46,0.00068427,64.31,0.1,6.75,84327.03,14-Apr-25,81000.0,Put,2025-04-13 16:25,,,,,361288463
SELL,BTC-14APR25-81000-P,0.0006,50.75,0.0005367,65.79,0.5,25.38,84584.8,14-Apr-25,81000.0,Put,2025-04-13 17:15,,,,,361292289
BUY,BTC-14APR25-81000-P,0.0006,50.76,0.00052962,66.01,0.3,15.23,84599.55,14-Apr-25,81000.0,Put,2025-04-13 17:15,,,,,361292362
BUY,BTC-14APR25-81000-P,0.0006,50.76,0.00052962,66.01,0.1,5.08,84599.55,14-Apr-25,81000.0,Put,2025-04-13 17:15,,,,,361292363
BUY,BTC-14APR25-81000-P,0.0006,50.75,0.00053862,66.01,0.1,5.08,84584.29,14-Apr-25,81000.0,Put,2025-04-13 17:15,,,,,361292367
BUY,BTC-14APR25-81000-P,0.0007,59.29,0.00057062,70.27,1.2,71.15,84696.84,14-Apr-25,81000.0,Put,2025-04-13 17:29,,,,,361295356
SELL,BTC-14APR25-81000-P,0.0007,59.29,0.00057062,70.27,3.1,183.8,84696.84,14-Apr-25,81000.0,Put,2025-04-13 17:29,,,,,361295357
SELL,BTC-14APR25-81000-P,0.0007,59.29,0.00057062,70.27,0.2,11.86,84696.84,14-Apr-25,81000.0,Put,2025-04-13 17:29,,,,,361295358
SELL,BTC-14APR25-81000-P,0.0007,59.29,0.00057338,70.19,0.1,5.93,84695.64,14-Apr-25,81000.0,Put,2025-04-13 17:29,,,,,361295359
SELL,BTC-14APR25-81000-P,0.0007,59.29,0.00057338,70.19,0.1,5.93,84695.64,14-Apr-25,81000.0,Put,2025-04-13 17:29,,,,,361295360
SELL,BTC-14APR25-81000-P,0.0007,59.29,0.00057338,70.19,0.3,17.79,84695.64,14-Apr-25,81000.0,Put,2025-04-13 17:29,,,,,361295361
BUY,BTC-14APR25-81000-P,0.002,166.27,0.00198535,67.96,1.0,166.27,83136.63,14-Apr-25,81000.0,Put,2025-04-13 19:42,,,,,361311387
BUY,BTC-14APR25-81000-P,0.0007,58.98,0.00072378,70.54,1.6,94.37,84251.0,14-Apr-25,81000.0,Put,2025-04-13 20:13,,,,,361318506
BUY,BTC-14APR25-81000-P,0.0007,59.05,0.0006613,72.44,0.6,35.43,84353.8,14-Apr-25,81000.0,Put,2025-04-13 20:14,,,,,361318812
BUY,BTC-14APR25-81000-P,0.0008,67.36,0.00078854,71.85,0.2,13.47,84195.51,14-Apr-25,81000.0,Put,2025-04-13 20:15,,,,,361318895
SELL,BTC-14APR25-81000-P,0.0009,75.61,0.00085555,71.6,2.7,204.15,84010.83,14-Apr-25,81000.0,Put,2025-04-13 20:33,,,,,361320215
SELL,BTC-14APR25-81000-P,0.0009,75.61,0.00085555,71.6,0.1,7.56,84010.83,14-Apr-25,81000.0,Put,2025-04-13 20:33,,,,,361320216
SELL,BTC-14APR25-81000-P,0.0009,75.61,0.00085404,71.57,0.2,15.12,84014.39,14-Apr-25,81000.0,Put,2025-04-13 20:34,,,,,361320217
BUY,BTC-14APR25-81000-P,0.0017,141.71,0.00146642,72.01,0.1,14.17,83356.67,14-Apr-25,81000.0,Put,2025-04-13 20:43,,,,,361324148
BUY,BTC-14APR25-81000-P,0.0016,133.38,0.00144696,70.94,0.1,13.34,83365.32,14-Apr-25,81000.0,Put,2025-04-13 20:43,,,,,361324192
BUY,BTC-14APR25-81000-P,0.0016,133.46,0.00139816,71.15,0.9,120.11,83413.53,14-Apr-25,81000.0,Put,2025-04-13 20:43,,,,,361324234
BUY,BTC-14APR25-81000-P,0.0016,133.46,0.00139816,71.15,0.1,13.35,83413.53,14-Apr-25,81000.0,Put,2025-04-13 20:43,,,,,361324235
BUY,BTC-14APR25-81000-P,0.0015,125.37,0.00118627,72.1,0.6,75.22,83576.89,14-Apr-25,81000.0,Put,2025-04-13 20:43,,,,,361324463
BUY,BTC-14APR25-81000-P,0.0015,125.37,0.00118627,72.1,0.4,50.15,83576.89,14-Apr-25,81000.0,Put,2025-04-13 20:43,,,,,361324464
BUY,BTC-14APR25-81000-P,0.0015,125.32,0.00118239,73.62,1.0,125.32,83546.43,14-Apr-25,81000.0,Put,2025-04-13 20:44,,,,,361324554
SELL,BTC-14APR25-81000-P,0.0015,125.32,0.00118239,73.62,2.0,250.64,83546.43,14-Apr-25,81000.0,Put,2025-04-13 20:44,,,,,361324555
BUY,BTC-14APR25-81000-P,0.0016,133.64,0.00124455,74.02,1.0,133.64,83527.47,14-Apr-25,81000.0,Put,2025-04-13 20:44,,,,,361324569
BUY,BTC-14APR25-81000-P,0.0016,133.56,0.00129172,73.71,0.1,13.36,83472.09,14-Apr-25,81000.0,Put,2025-04-13 20:44,,,,,361324631
BUY,BTC-14APR25-81000-P,0.0016,133.4,0.0014278,71.23,0.1,13.34,83377.32,14-Apr-25,81000.0,Put,2025-04-13 20:45,,,,,361324796
BUY,BTC-14APR25-81000-P,0.0016,133.4,0.00142748,71.21,0.1,13.34,83375.55,14-Apr-25,81000.0,Put,2025-04-13 20:45,,,,,361324811
BUY,BTC-14APR25-81000-P,0.0017,141.72,0.0014069,72.49,0.2,28.34,83367.09,14-Apr-25,81000.0,Put,2025-04-13 20:45,,,,,361324840
BUY,BTC-14APR25-81000-P,0.0017,141.69,0.00146923,72.03,0.2,28.34,83347.28,14-Apr-25,81000.0,Put,2025-04-13 20:45,,,,,361324843
BUY,BTC-14APR25-81000-P,0.0014,116.87,0.00125534,70.85,1.1,128.56,83478.45,14-Apr-25,81000.0,Put,2025-04-13 20:53,,,,,361326925
BUY,BTC-14APR25-81000-P,0.0014,116.87,0.00125583,70.9,1.7,198.68,83477.17,14-Apr-25,81000.0,Put,2025-04-13 20:53,,,,,361326928
BUY,BTC-14APR25-81000-P,0.001,83.5,0.00112609,68.31,0.1,8.35,83495.63,14-Apr-25,81000.0,Put,2025-04-13 21:54,,,,,361340037
BUY,BTC-14APR25-81000-P,0.0011,91.84,0.00114961,69.6,0.1,9.18,83487.34,14-Apr-25,81000.0,Put,2025-04-13 21:54,,,,,361340044
BUY,BTC-14APR25-81000-P,0.0011,91.84,0.00114411,69.76,0.1,9.18,83486.69,14-Apr-25,81000.0,Put,2025-04-13 21:54,,,,,361340046
BUY,BTC-14APR25-81000-P,0.0016,133.55,0.00135303,77.95,1.4,186.97,83466.98,14-Apr-25,81000.0,Put,2025-04-13 22:08,,,,,361344117
BUY,BTC-14APR25-81000-P,0.0015,125.15,0.00150089,76.69,1.3,162.7,83431.78,14-Apr-25,81000.0,Put,2025-04-13 22:17,,,,,361345448
BUY,BTC-14APR25-81000-P,0.0015,125.15,0.00150089,76.69,0.1,12.52,83431.78,14-Apr-25,81000.0,Put,2025-04-13 22:17,,,,,361345449
SELL,BTC-14APR25-81000-P,0.0014,116.79,0.00151063,74.61,1.6,186.86,83423.29,14-Apr-25,81000.0,Put,2025-04-13 22:17,,,,,361345452
BUY,BTC-14APR25-81000-P,0.0014,116.76,0.00150894,74.77,0.7,81.73,83401.89,14-Apr-25,81000.0,Put,2025-04-13 22:27,,,,,361347204
BUY,BTC-14APR25-81000-P,0.0014,116.76,0.00150894,74.77,1.2,140.11,83401.89,14-Apr-25,81000.0,Put,2025-04-13 22:27,,,,,361347205
BUY,BTC-14APR25-81000-P,0.0014,116.76,0.00150894,74.77,0.1,11.68,83401.89,14-Apr-25,81000.0,Put,2025-04-13 22:27,,,,,361347206
BUY,BTC-14APR25-81000-P,0.0014,116.76,0.00150894,74.77,1.0,116.76,83401.89,14-Apr-25,81000.0,Put,2025-04-13 22:27,,,,,361347207
SELL,BTC-14APR25-81000-P,0.0013,108.43,0.00149402,73.37,4.0,433.72,83411.09,14-Apr-25,81000.0,Put,2025-04-13 22:27,,,,,361347208
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00143338,73.68,1.4,151.82,83418.74,14-Apr-25,81000.0,Put,2025-04-13 22:29,,,,,361347275
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00143338,73.68,1.2,130.13,83418.74,14-Apr-25,81000.0,Put,2025-04-13 22:29,,,,,361347276
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00143338,73.68,1.0,108.44,83418.74,14-Apr-25,81000.0,Put,2025-04-13 22:29,,,,,361347277
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00143338,73.68,0.1,10.84,83418.74,14-Apr-25,81000.0,Put,2025-04-13 22:29,,,,,361347278
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00143338,73.68,0.3,32.53,83418.74,14-Apr-25,81000.0,Put,2025-04-13 22:29,,,,,361347279
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00140175,73.67,0.4,43.38,83418.29,14-Apr-25,81000.0,Put,2025-04-13 22:30,,,,,361347320
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00140175,73.67,0.2,21.69,83418.29,14-Apr-25,81000.0,Put,2025-04-13 22:30,,,,,361347324
BUY,BTC-14APR25-81000-P,0.0013,108.44,0.00140175,73.67,0.4,43.38,83418.29,14-Apr-25,81000.0,Put,2025-04-13 22:30,,,,,361347325
BUY,BTC-14APR25-81000-P,0.0016,133.27,0.00135213,77.4,0.7,93.29,83292.49,14-Apr-25,81000.0,Put,2025-04-13 22:58,,,,,361350442
BUY,BTC-14APR25-81000-P,0.0016,133.27,0.00135213,77.4,0.2,26.65,83292.49,14-Apr-25,81000.0,Put,2025-04-13 22:58,,,,,361350443
SELL,BTC-14APR25-81000-P,0.0016,133.3,0.00142304,77.95,1.4,186.62,83314.5,14-Apr-25,81000.0,Put,2025-04-13 22:59,,,,,361350598
SELL,BTC-14APR25-81000-P,0.0013,108.37,0.0014823,74.94,3.8,411.81,83359.54,14-Apr-25,81000.0,Put,2025-04-13 23:07,,,,,361353093
SELL,BTC-14APR25-81000-P,0.0013,108.37,0.0014823,74.94,0.5,54.18,83359.54,14-Apr-25,81000.0,Put,2025-04-13 23:07,,,,,361353094
SELL,BTC-14APR25-81000-P,0.0012,100.03,0.0014823,73.26,1.8,180.05,83359.54,14-Apr-25,81000.0,Put,2025-04-13 23:07,,,,,361353095
SELL,BTC-14APR25-81000-P,0.0012,100.03,0.0014823,73.26,0.8,80.02,83359.54,14-Apr-25,81000.0,Put,2025-04-13 23:07,,,,,361353096
SELL,BTC-14APR25-81000-P,0.0012,100.03,0.0014823,73.26,1.0,100.03,83359.54,14-Apr-25,81000.0,Put,2025-04-13 23:07,,,,,361353097
SELL,BTC-14APR25-81000-P,0.0012,100.03,0.0014823,73.26,2.1,210.06,83359.54,14-Apr-25,81000.0,Put,2025-04-13 23:07,,,,,361353098
BUY,BTC-14APR25-81000-P,0.0007,58.63,0.00073795,75.76,1.0,58.63,83755.71,14-Apr-25,81000.0,Put,2025-04-14 00:05,,,,,361361961
SELL,BTC-14APR25-81000-P,0.0006,50.29,0.00067418,74.5,0.1,5.03,83822.86,14-Apr-25,81000.0,Put,2025-04-14 00:07,,,,,361362313
SELL,BTC-14APR25-81000-P,0.0006,50.29,0.00067418,74.5,0.3,15.09,83822.86,14-Apr-25,81000.0,Put,2025-04-14 00:07,,,,,361362314
SELL,BTC-14APR25-81000-P,0.0005,41.96,0.0005962,73.72,0.1,4.2,83912.32,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362670
SELL,BTC-14APR25-81000-P,0.0005,41.96,0.00059554,73.73,0.1,4.2,83913.21,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362672
SELL,BTC-14APR25-81000-P,0.0005,41.96,0.00059317,73.8,0.4,16.78,83916.49,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362673
SELL,BTC-14APR25-81000-P,0.0005,41.96,0.00059317,73.8,0.1,4.2,83916.49,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362674
SELL,BTC-14APR25-81000-P,0.0005,41.96,0.00059342,73.81,0.1,4.2,83916.1,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362694
SELL,BTC-14APR25-81000-P,0.0005,41.96,0.00059342,73.81,0.1,4.2,83916.1,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362696
SELL,BTC-14APR25-81000-P,0.0005,41.96,0.00058399,74.05,0.2,8.39,83929.07,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362737
BUY,BTC-14APR25-81000-P,0.0006,50.35,0.00058358,76.98,4.5,226.58,83924.38,14-Apr-25,81000.0,Put,2025-04-14 00:09,,,,,361362783
SELL,BTC-14APR25-81000-P,0.0003,25.47,0.00026972,86.25,0.3,7.64,84903.6,14-Apr-25,81000.0,Put,2025-04-14 00:23,,,,,361369523
SELL,BTC-14APR25-81000-P,0.0003,25.4,0.00035637,81.56,0.1,2.54,84656.83,14-Apr-25,81000.0,Put,2025-04-14 00:26,,,,,361371015
BUY,BTC-14APR25-81000-P,0.0003,25.42,0.0002986,83.11,0.1,2.54,84738.94,14-Apr-25,81000.0,Put,2025-04-14 00:27,,,,,361371066
BUY,BTC-14APR25-81000-P,0.0003,25.42,0.00029791,83.11,1.1,27.96,84746.05,14-Apr-25,81000.0,Put,2025-04-14 00:27,,,,,361371074
SELL,BTC-14APR25-81000-P,0.0001,8.46,0.00015094,73.14,1.3,11.0,84559.03,14-Apr-25,81000.0,Put,2025-04-14 01:37,,,,,361392784
SELL,BTC-14APR25-81000-P,0.0001,8.46,0.00015094,73.14,1.0,8.46,84559.03,14-Apr-25,81000.0,Put,2025-04-14 01:37,,,,,361392785
BUY,BTC-14APR25-81000-P,0.0002,16.82,0.00020928,74.38,0.2,3.36,84116.02,14-Apr-25,81000.0,Put,2025-04-14 01:53,,,,,361394107
BUY,BTC-14APR25-81000-P,0.0002,16.82,0.00020928,74.38,0.3,5.05,84116.02,14-Apr-25,81000.0,Put,2025-04-14 01:53,,,,,361394108
BUY,BTC-14APR25-81000-P,0.0002,16.82,0.00020928,74.38,0.5,8.41,84116.02,14-Apr-25,81000.0,Put,2025-04-14 01:53,,,,,361394109
BUY,BTC-14APR25-81000-P,0.0002,16.83,0.00019682,74.98,1.0,16.83,84144.45,14-Apr-25,81000.0,Put,2025-04-14 01:54,,,,,361394124
SELL,BTC-14APR25-82000-C,0.0245,2054.44,0.02447016,64.36,0.1,205.44,83854.85,14-Apr-25,82000.0,Call,2025-04-13 20:01,,,,,361316398
SELL,BTC-14APR25-82000-C,0.0245,2054.14,0.02441967,65.15,0.1,205.41,83842.28,14-Apr-25,82000.0,Call,2025-04-13 20:02,,,,,361316404
SELL,BTC-14APR25-82000-C,0.0245,2054.7,0.02459839,63.28,0.1,205.47,83865.44,14-Apr-25,82000.0,Call,2025-04-13 20:02,,,,,361316555
SELL,BTC-14APR25-82000-C,0.0245,2054.7,0.02459839,63.28,0.1,205.47,83865.44,14-Apr-25,82000.0,Call,2025-04-13 20:02,,,,,361316556
BUY,BTC-14APR25-82000-C,0.0175,1457.99,0.01888476,54.32,0.2,291.6,83313.76,14-Apr-25,82000.0,Call,2025-04-13 22:59,,,,,361350593
BUY,BTC-14APR25-82000-C,0.036,3062.06,0.03599798,75.16,0.1,306.21,85057.13,14-Apr-25,82000.0,Call,2025-04-14 04:49,,,,,361421631
BUY,BTC-14APR25-82000-C,0.0321,2719.37,0.03208464,81.26,200.0,543874.0,84715.59,14-Apr-25,82000.0,Call,2025-04-14 05:26,BLOCK-192854,2.0,BTC-CDIAG-16APR25_14APR25-83000_82000,,361423987
BUY,BTC-14APR25-82000-C,0.0315,2667.19,0.03161054,0.0,200.0,533438.0,84672.62,14-Apr-25,82000.0,Call,2025-04-14 05:33,BLOCK-192855,2.0,BTC-CDIAG-16APR25_14APR25-83000_82000,,361424165
BUY,BTC-14APR25-82000-C,0.0303,2561.21,0.03001879,94.17,200.0,512242.0,84528.32,14-Apr-25,82000.0,Call,2025-04-14 05:35,BLOCK-192856,2.0,BTC-CDIAG-16APR25_14APR25-83000_82000,,361424337
BUY,BTC-14APR25-82000-C,0.0292,2466.79,0.02927,74.58,100.0,246679.0,84479.21,14-Apr-25,82000.0,Call,2025-04-14 05:35,BLOCK-192857,2.0,BTC-CDIAG-16APR25_14APR25-83000_82000,,361424509
BUY,BTC-14APR25-82000-C,0.029,2449.34,0.02912094,0.0,0.1,244.93,84460.13,14-Apr-25,82000.0,Call,2025-04-14 06:17,,,,,361427424
SELL,BTC-14APR25-82000-P,0.0016,135.53,0.00180072,52.26,0.1,13.55,84705.68,14-Apr-25,82000.0,Put,2025-04-13 07:16,,,,,361233814
SELL,BTC-14APR25-82000-P,0.0016,135.51,0.0017924,52.3,0.8,108.41,84696.13,14-Apr-25,82000.0,Put,2025-04-13 07:24,,,,,361234185
SELL,BTC-14APR25-82000-P,0.0017,143.93,0.00182091,52.88,0.1,14.39,84661.9,14-Apr-25,82000.0,Put,2025-04-13 07:31,,,,,361234388
SELL,BTC-14APR25-82000-P,0.0017,143.81,0.00191568,52.04,0.1,14.38,84595.5,14-Apr-25,82000.0,Put,2025-04-13 07:34,,,,,361234604
SELL,BTC-14APR25-82000-P,0.0018,152.18,0.00198638,52.25,0.1,15.22,84542.0,14-Apr-25,82000.0,Put,2025-04-13 07:37,,,,,361235074
SELL,BTC-14APR25-82000-P,0.0017,143.67,0.00195963,50.97,0.1,14.37,84511.44,14-Apr-25,82000.0,Put,2025-04-13 07:40,,,,,361235429
SELL,BTC-14APR25-82000-P,0.0017,143.58,0.00196586,50.32,0.1,14.36,84458.59,14-Apr-25,82000.0,Put,2025-04-13 07:43,,,,,361235779
SELL,BTC-14APR25-82000-P,0.0017,143.65,0.00187195,50.91,0.1,14.37,84497.57,14-Apr-25,82000.0,Put,2025-04-13 07:46,,,,,361236037
SELL,BTC-14APR25-82000-P,0.0017,143.66,0.00185613,51.11,0.1,14.37,84508.47,14-Apr-25,82000.0,Put,2025-04-13 07:49,,,,,361236303
SELL,BTC-14APR25-82000-P,0.0018,152.04,0.00191315,51.49,0.1,15.2,84467.67,14-Apr-25,82000.0,Put,2025-04-13 07:52,,,,,361236686
SELL,BTC-14APR25-82000-P,0.0018,152.0,0.00193585,51.22,0.1,15.2,84444.51,14-Apr-25,82000.0,Put,2025-04-13 07:55,,,,,361236872
SELL,BTC-14APR25-82000-P,0.0017,143.57,0.00190064,50.47,0.1,14.36,84452.13,14-Apr-25,82000.0,Put,2025-04-13 07:58,,,,,361237006
SELL,BTC-14APR25-82000-P,0.0016,135.09,0.00190357,49.33,0.1,13.51,84430.62,14-Apr-25,82000.0,Put,2025-04-13 08:01,,,,,361237466
SELL,BTC-14APR25-82000-P,0.0019,160.35,0.00195272,51.51,1.0,160.35,84393.88,14-Apr-25,82000.0,Put,2025-04-13 08:02,,,,,361237606
SELL,BTC-14APR25-82000-P,0.0018,151.72,0.00201774,49.42,0.1,15.17,84291.42,14-Apr-25,82000.0,Put,2025-04-13 08:15,,,,,361238561
SELL,BTC-14APR25-82000-P,0.0018,152.11,0.00172198,52.65,0.1,15.21,84508.21,14-Apr-25,82000.0,Put,2025-04-13 08:22,,,,,361239536
SELL,BTC-14APR25-82000-P,0.0018,152.33,0.0016205,54.89,0.1,15.23,84629.55,14-Apr-25,82000.0,Put,2025-04-13 08:49,,,,,361241168
BUY,BTC-14APR25-82000-P,0.0017,144.27,0.0015011,58.79,0.1,14.43,84863.29,14-Apr-25,82000.0,Put,2025-04-13 10:07,,,,,361246793
BUY,BTC-14APR25-82000-P,0.0018,152.61,0.00159643,58.72,0.5,76.31,84786.09,14-Apr-25,82000.0,Put,2025-04-13 10:09,,,,,361246962
SELL,BTC-14APR25-82000-P,0.0015,126.88,0.00164364,53.68,0.1,12.69,84584.37,14-Apr-25,82000.0,Put,2025-04-13 10:46,,,,,361248960
SELL,BTC-14APR25-82000-P,0.0014,118.44,0.00162377,52.69,0.1,11.84,84597.97,14-Apr-25,82000.0,Put,2025-04-13 10:46,,,,,361248970
SELL,BTC-14APR25-82000-P,0.0018,151.87,0.00170648,54.75,0.1,15.19,84370.11,14-Apr-25,82000.0,Put,2025-04-13 11:49,,,,,361253729
SELL,BTC-14APR25-82000-P,0.0021,176.98,0.0019356,57.05,0.8,141.58,84273.92,14-Apr-25,82000.0,Put,2025-04-13 12:28,,,BTC-ICOND-14APR25-82000_83500_85500_87000,361262439.0,361262440
BUY,BTC-14APR25-82000-P,0.002,168.53,0.00193575,55.94,0.5,84.26,84265.6,14-Apr-25,82000.0,Put,2025-04-13 12:29,,,,,361262678
BUY,BTC-14APR25-82000-P,0.0021,176.47,0.00220742,54.61,0.1,17.65,84031.93,14-Apr-25,82000.0,Put,2025-04-13 13:38,,,,,361269606
BUY,BTC-14APR25-82000-P,0.0022,184.71,0.00230842,54.44,5.0,923.55,83960.61,14-Apr-25,82000.0,Put,2025-04-13 13:41,,,,,361270064
BUY,BTC-14APR25-82000-P,0.0024,201.59,0.00218797,56.8,12.5,2519.88,83997.47,14-Apr-25,82000.0,Put,2025-04-13 13:41,BLOCK-192779,2.0,BTC-PS-14APR25-82000_81000,,361270210
BUY,BTC-14APR25-82000-P,0.0022,184.61,0.00229066,54.57,0.1,18.46,83914.87,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270319
BUY,BTC-14APR25-82000-P,0.0022,184.61,0.00229066,54.57,0.1,18.46,83914.87,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270320
BUY,BTC-14APR25-82000-P,0.0022,184.61,0.00229066,54.57,0.3,55.38,83914.87,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270324
BUY,BTC-14APR25-82000-P,0.0022,184.61,0.00229066,54.57,0.1,18.46,83914.87,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270329
BUY,BTC-14APR25-82000-P,0.0022,184.55,0.00234292,53.09,0.1,18.46,83885.73,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270387
BUY,BTC-14APR25-82000-P,0.0022,184.52,0.00234742,53.09,5.0,922.6,83872.64,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270421
BUY,BTC-14APR25-82000-P,0.0022,184.47,0.00234861,52.41,0.1,18.45,83848.78,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270510
BUY,BTC-14APR25-82000-P,0.0022,184.46,0.00235064,52.41,0.2,36.89,83846.17,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270518
BUY,BTC-14APR25-82000-P,0.0022,184.44,0.00235414,52.27,0.1,18.44,83838.24,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270533
BUY,BTC-14APR25-82000-P,0.0022,184.45,0.0023486,52.27,4.0,737.8,83839.32,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270545
BUY,BTC-14APR25-82000-P,0.0022,184.45,0.0023486,52.27,4.0,737.8,83839.32,14-Apr-25,82000.0,Put,2025-04-13 13:42,,,,,361270546
