Side,Instrument,Price (BTC),Price (USD),Mark Price (BTC),IV (%),Size,Entry Value,Underlying Price,Expiration Date,Strike Price,Option Type,Entry Date,BlockTrade IDs,BlockTrade Count,Combo ID,ComboTrade IDs,Trade ID
SELL,BTC-16MAY25-98000-P,0.0008,83.44,0.00093474,47.68,0.1,8.34,104297.47,16-May-25,98000.0,Put,2025-05-13 22:17,,,,,366210280
SELL,BTC-16MAY25-98000-P,0.0009,93.34,0.00089619,46.92,0.1,9.33,103705.71,16-May-25,98000.0,Put,2025-05-14 02:05,,,,,366233235
SELL,BTC-16MAY25-98000-P,0.0009,93.17,0.00099703,45.7,0.1,9.32,103520.35,16-May-25,98000.0,Put,2025-05-14 02:09,,,,,366233804
SELL,BTC-16MAY25-98000-P,0.0008,82.82,0.00099703,44.56,0.4,33.13,103520.35,16-May-25,98000.0,Put,2025-05-14 02:09,,,,,366233805
SELL,BTC-16MAY25-98000-P,0.0008,82.94,0.00091715,45.89,0.1,8.29,103680.59,16-May-25,98000.0,Put,2025-05-14 02:37,,,,,366235122
SELL,BTC-16MAY25-98000-P,0.0007,72.61,0.00080588,45.14,0.4,29.04,103733.39,16-May-25,98000.0,Put,2025-05-14 03:00,,,,,366235832
SELL,BTC-16MAY25-98000-P,0.0006,62.29,0.0006667,45.21,0.1,6.23,103812.04,16-May-25,98000.0,Put,2025-05-14 05:17,,,,,366244967
BUY,BTC-16MAY25-98000-P,0.0008,83.08,0.00066884,48.46,0.1,8.31,103843.82,16-May-25,98000.0,Put,2025-05-14 06:17,,,,,366250391
BUY,BTC-16MAY25-98000-P,0.0008,83.08,0.00066884,48.46,2.9,240.93,103843.82,16-May-25,98000.0,Put,2025-05-14 06:17,,,,,366250392
BUY,BTC-16MAY25-98000-P,0.0008,82.99,0.00067307,47.97,2.0,165.98,103742.35,16-May-25,98000.0,Put,2025-05-14 06:27,,,,,366251308
BUY,BTC-16MAY25-98000-P,0.0008,83.0,0.00067545,48.0,2.0,166.0,103745.86,16-May-25,98000.0,Put,2025-05-14 06:27,,,,,366251312
BUY,BTC-16MAY25-98000-P,0.0007,72.49,0.00068347,45.89,2.5,181.22,103560.94,16-May-25,98000.0,Put,2025-05-14 07:23,,,,,366258158
BUY,BTC-16MAY25-98000-P,0.0007,72.48,0.00068977,45.79,2.7,195.7,103545.49,16-May-25,98000.0,Put,2025-05-14 07:24,,,,,366258211
BUY,BTC-16MAY25-98000-P,0.0007,72.39,0.00074484,44.88,0.1,7.24,103411.16,16-May-25,98000.0,Put,2025-05-14 07:25,,,,,366258523
BUY,BTC-16MAY25-98000-P,0.0007,72.4,0.00075155,44.98,1.0,72.4,103425.65,16-May-25,98000.0,Put,2025-05-14 07:25,,,,,366258544
SELL,BTC-16MAY25-98000-P,0.0006,62.17,0.00069467,45.01,0.1,6.22,103624.43,16-May-25,98000.0,Put,2025-05-14 07:43,,,,,366261353
SELL,BTC-16MAY25-98000-P,0.0006,62.19,0.00063817,45.44,0.3,18.66,103657.85,16-May-25,98000.0,Put,2025-05-14 08:25,,,,,366270497
SELL,BTC-16MAY25-98000-P,0.0006,62.19,0.00063817,45.44,0.1,6.22,103657.85,16-May-25,98000.0,Put,2025-05-14 08:25,,,,,366270498
SELL,BTC-16MAY25-98000-P,0.0006,62.19,0.00063817,45.44,0.1,6.22,103657.85,16-May-25,98000.0,Put,2025-05-14 08:25,,,,,366270499
BUY,BTC-16MAY25-98000-P,0.0007,72.55,0.00058854,46.99,0.1,7.26,103642.76,16-May-25,98000.0,Put,2025-05-14 08:40,,,,,366271492
SELL,BTC-16MAY25-98000-P,0.0006,62.09,0.00056454,45.11,0.1,6.21,103490.35,16-May-25,98000.0,Put,2025-05-14 10:01,,,,,366284897
BUY,BTC-16MAY25-98000-P,0.0007,72.44,0.00056629,46.5,0.1,7.24,103486.13,16-May-25,98000.0,Put,2025-05-14 10:02,,,,,366284905
SELL,BTC-16MAY25-98000-P,0.0005,51.96,0.00054101,46.92,0.1,5.2,103918.03,16-May-25,98000.0,Put,2025-05-14 11:16,,,,,366292383
BUY,BTC-16MAY25-98000-P,0.0008,83.13,0.00054525,51.38,0.1,8.31,103914.29,16-May-25,98000.0,Put,2025-05-14 11:16,,,,,366292409
SELL,BTC-16MAY25-98000-P,0.0005,51.94,0.00058014,46.62,0.1,5.19,103877.93,16-May-25,98000.0,Put,2025-05-14 11:18,,,,,366292509
BUY,BTC-16MAY25-98000-P,0.0008,83.1,0.00058268,51.12,0.1,8.31,103875.27,16-May-25,98000.0,Put,2025-05-14 11:18,,,,,366292535
SELL,BTC-16MAY25-98000-P,0.0005,51.94,0.00058146,46.64,0.1,5.19,103878.22,16-May-25,98000.0,Put,2025-05-14 11:18,,,,,366292544
BUY,BTC-16MAY25-98000-P,0.0008,83.11,0.00058014,51.18,0.1,8.31,103882.42,16-May-25,98000.0,Put,2025-05-14 11:19,,,,,366292651
SELL,BTC-16MAY25-98000-P,0.0004,41.57,0.00054996,45.1,0.1,4.16,103917.33,16-May-25,98000.0,Put,2025-05-14 11:30,,,,,366293551
BUY,BTC-16MAY25-98000-P,0.0006,62.37,0.00053601,48.79,0.1,6.24,103945.93,16-May-25,98000.0,Put,2025-05-14 11:30,,,,,366293566
SELL,BTC-16MAY25-98000-P,0.0004,41.61,0.0004681,46.8,0.1,4.16,104024.23,16-May-25,98000.0,Put,2025-05-14 13:12,,,,,366301920
BUY,BTC-16MAY25-98000-P,0.0005,52.01,0.00046978,48.69,0.1,5.2,104021.14,16-May-25,98000.0,Put,2025-05-14 13:12,,,,,366301939
SELL,BTC-16MAY25-99000-C,0.0465,4814.1,0.04628471,42.38,0.6,2888.46,103529.05,16-May-25,99000.0,Call,2025-05-13 15:56,,,,,366163651
SELL,BTC-16MAY25-99000-C,0.0495,5140.04,0.04900646,48.81,0.1,514.0,103839.1,16-May-25,99000.0,Call,2025-05-14 01:19,,,,,366225561
BUY,BTC-16MAY25-99000-P,0.0019,196.17,0.00183417,40.78,0.1,19.62,103247.26,16-May-25,99000.0,Put,2025-05-13 14:11,,,,,366148697
SELL,BTC-16MAY25-99000-P,0.0019,196.17,0.00183417,40.78,0.1,19.62,103247.26,16-May-25,99000.0,Put,2025-05-13 14:11,,,,,366148698
BUY,BTC-16MAY25-99000-P,0.002,206.08,0.00201689,39.94,4.0,824.32,103039.58,16-May-25,99000.0,Put,2025-05-13 14:13,,,,,366149606
SELL,BTC-16MAY25-99000-P,0.002,205.8,0.00221727,39.0,0.1,20.58,102899.88,16-May-25,99000.0,Put,2025-05-13 14:15,,,,,366150550
BUY,BTC-16MAY25-99000-P,0.0023,236.71,0.00218469,40.93,0.1,23.67,102919.31,16-May-25,99000.0,Put,2025-05-13 14:16,,,,,366150774
SELL,BTC-16MAY25-99000-P,0.0017,175.63,0.00176546,40.01,2.3,403.95,103311.84,16-May-25,99000.0,Put,2025-05-13 14:21,,,,,366151462
SELL,BTC-16MAY25-99000-P,0.0017,175.63,0.00176546,40.01,0.5,87.82,103311.84,16-May-25,99000.0,Put,2025-05-13 14:21,,,,,366151463
SELL,BTC-16MAY25-99000-P,0.0017,175.63,0.00176546,40.01,2.0,351.26,103311.84,16-May-25,99000.0,Put,2025-05-13 14:21,,,,,366151464
SELL,BTC-16MAY25-99000-P,0.0017,175.63,0.00176546,40.01,0.2,35.13,103311.84,16-May-25,99000.0,Put,2025-05-13 14:21,,,,,366151465
BUY,BTC-16MAY25-99000-P,0.0017,175.63,0.00176546,40.01,2.5,439.08,103311.84,16-May-25,99000.0,Put,2025-05-13 14:21,,,,,366151466
SELL,BTC-16MAY25-99000-P,0.0016,165.38,0.00172894,39.67,4.8,793.82,103359.61,16-May-25,99000.0,Put,2025-05-13 14:22,,,,,366151668
SELL,BTC-16MAY25-99000-P,0.0016,165.38,0.00172894,39.67,0.5,82.69,103359.61,16-May-25,99000.0,Put,2025-05-13 14:22,,,,,366151669
SELL,BTC-16MAY25-99000-P,0.0016,165.38,0.00172894,39.67,0.2,33.08,103359.61,16-May-25,99000.0,Put,2025-05-13 14:22,,,,,366151670
BUY,BTC-16MAY25-99000-P,0.0016,165.38,0.00172894,39.67,4.5,744.21,103359.61,16-May-25,99000.0,Put,2025-05-13 14:22,,,,,366151671
BUY,BTC-16MAY25-99000-P,0.0019,196.38,0.00172216,41.71,0.1,19.64,103360.24,16-May-25,99000.0,Put,2025-05-13 14:24,,,,,366151924
BUY,BTC-16MAY25-99000-P,0.0017,175.64,0.00173693,40.12,2.6,456.66,103316.15,16-May-25,99000.0,Put,2025-05-13 14:25,,,,,366152056
BUY,BTC-16MAY25-99000-P,0.002,206.27,0.00192421,40.82,0.1,20.63,103134.29,16-May-25,99000.0,Put,2025-05-13 14:36,,,,,366153495
BUY,BTC-16MAY25-99000-P,0.002,206.27,0.00192421,40.82,0.1,20.63,103134.29,16-May-25,99000.0,Put,2025-05-13 14:36,,,,,366153496
BUY,BTC-16MAY25-99000-P,0.002,206.09,0.00186314,40.4,0.5,103.04,103046.02,16-May-25,99000.0,Put,2025-05-13 14:50,,,,,366155388
SELL,BTC-16MAY25-99000-P,0.0016,165.09,0.00175481,38.65,0.1,16.51,103180.15,16-May-25,99000.0,Put,2025-05-13 14:55,,,,,366155820
BUY,BTC-16MAY25-99000-P,0.0019,196.1,0.00171666,40.87,0.1,19.61,103208.26,16-May-25,99000.0,Put,2025-05-13 14:59,,,,,366156185
SELL,BTC-16MAY25-99000-P,0.0019,196.1,0.00171666,40.87,0.1,19.61,103208.26,16-May-25,99000.0,Put,2025-05-13 14:59,,,,,366156186
SELL,BTC-16MAY25-99000-P,0.0016,165.27,0.001667,39.57,0.1,16.53,103296.37,16-May-25,99000.0,Put,2025-05-13 15:04,,,,,366156826
SELL,BTC-16MAY25-99000-P,0.0014,144.92,0.00149283,39.58,0.5,72.46,103516.5,16-May-25,99000.0,Put,2025-05-13 15:09,,,,,366158096
SELL,BTC-16MAY25-99000-P,0.0014,144.92,0.00149283,39.58,2.0,289.84,103516.5,16-May-25,99000.0,Put,2025-05-13 15:09,,,,,366158097
SELL,BTC-16MAY25-99000-P,0.0013,134.66,0.00138376,39.55,0.1,13.47,103583.03,16-May-25,99000.0,Put,2025-05-13 15:47,,,,,366163036
BUY,BTC-16MAY25-99000-P,0.0015,155.34,0.00142023,40.85,1.0,155.34,103557.86,16-May-25,99000.0,Put,2025-05-13 15:49,,,,,366163222
BUY,BTC-16MAY25-99000-P,0.0015,155.34,0.00142023,40.85,0.2,31.07,103557.86,16-May-25,99000.0,Put,2025-05-13 15:49,,,,,366163223
SELL,BTC-16MAY25-99000-P,0.001,104.32,0.00106797,41.52,0.1,10.43,104319.14,16-May-25,99000.0,Put,2025-05-13 16:14,,,,,366166828
SELL,BTC-16MAY25-99000-P,0.001,104.33,0.00106674,41.56,0.1,10.43,104326.57,16-May-25,99000.0,Put,2025-05-13 16:14,,,,,366166832
SELL,BTC-16MAY25-99000-P,0.0012,124.57,0.00144118,40.51,0.1,12.46,103812.21,16-May-25,99000.0,Put,2025-05-13 17:11,,,,,366175716
BUY,BTC-16MAY25-99000-P,0.0012,125.26,0.00113914,44.21,0.1,12.53,104379.64,16-May-25,99000.0,Put,2025-05-13 18:19,,,,,366185380
BUY,BTC-16MAY25-99000-P,0.0014,145.96,0.00127302,45.22,2.0,291.92,104255.04,16-May-25,99000.0,Put,2025-05-13 18:36,,,,,366186647
BUY,BTC-16MAY25-99000-P,0.0014,145.93,0.00129224,45.26,0.1,14.59,104234.02,16-May-25,99000.0,Put,2025-05-13 18:46,,,,,366187462
SELL,BTC-16MAY25-99000-P,0.0014,145.93,0.00129224,45.26,1.9,277.27,104234.02,16-May-25,99000.0,Put,2025-05-13 18:46,,,,,366187463
BUY,BTC-16MAY25-99000-P,0.0013,136.3,0.00117635,48.53,0.1,13.63,104842.79,16-May-25,99000.0,Put,2025-05-13 19:43,,,,,366193772
SELL,BTC-16MAY25-99000-P,0.0013,136.3,0.00118289,48.58,0.1,13.63,104849.84,16-May-25,99000.0,Put,2025-05-13 19:43,,,,,366193779
SELL,BTC-16MAY25-99000-P,0.0013,136.37,0.0012192,48.9,0.4,54.55,104896.84,16-May-25,99000.0,Put,2025-05-13 19:44,,,,,366193975
SELL,BTC-16MAY25-99000-P,0.0013,136.37,0.0012192,48.9,0.1,13.64,104896.84,16-May-25,99000.0,Put,2025-05-13 19:44,,,,,366193976
SELL,BTC-16MAY25-99000-P,0.0013,135.91,0.00142652,46.98,0.3,40.77,104543.88,16-May-25,99000.0,Put,2025-05-13 20:09,,,,,366200954
SELL,BTC-16MAY25-99000-P,0.0013,135.91,0.00142652,46.98,0.3,40.77,104543.88,16-May-25,99000.0,Put,2025-05-13 20:09,,,,,366200955
BUY,BTC-16MAY25-99000-P,0.0015,156.73,0.00145137,48.44,0.1,15.67,104485.63,16-May-25,99000.0,Put,2025-05-13 20:26,,,,,366202411
BUY,BTC-16MAY25-99000-P,0.0015,156.75,0.00145951,48.58,0.1,15.68,104502.0,16-May-25,99000.0,Put,2025-05-13 20:31,,,,,366202632
SELL,BTC-16MAY25-99000-P,0.0014,146.46,0.00137574,48.54,0.2,29.29,104613.81,16-May-25,99000.0,Put,2025-05-13 20:32,,,,,366202770
SELL,BTC-16MAY25-99000-P,0.0014,146.5,0.00137031,48.6,0.9,131.85,104644.77,16-May-25,99000.0,Put,2025-05-13 20:32,,,,,366202838
SELL,BTC-16MAY25-99000-P,0.0014,146.52,0.0013507,48.8,0.7,102.56,104653.84,16-May-25,99000.0,Put,2025-05-13 20:32,,,,,366202839
SELL,BTC-16MAY25-99000-P,0.0014,146.52,0.0013507,48.8,0.1,14.65,104653.84,16-May-25,99000.0,Put,2025-05-13 20:32,,,,,366202840
SELL,BTC-16MAY25-99000-P,0.0014,146.52,0.0013507,48.8,0.1,14.65,104653.84,16-May-25,99000.0,Put,2025-05-13 20:32,,,,,366202841
BUY,BTC-16MAY25-99000-P,0.0014,146.47,0.0013493,48.52,0.1,14.65,104622.81,16-May-25,99000.0,Put,2025-05-13 20:39,,,,,366203088
SELL,BTC-16MAY25-99000-P,0.0012,125.54,0.00135231,46.7,0.2,25.11,104615.38,16-May-25,99000.0,Put,2025-05-13 20:40,,,,,366203107
BUY,BTC-16MAY25-99000-P,0.0015,156.89,0.00136749,49.14,0.2,31.38,104595.8,16-May-25,99000.0,Put,2025-05-13 20:40,,,,,366203127
SELL,BTC-16MAY25-99000-P,0.0013,135.55,0.00136749,46.42,0.1,13.56,104271.58,16-May-25,99000.0,Put,2025-05-13 22:36,,,,,366211499
SELL,BTC-16MAY25-99000-P,0.0012,125.17,0.00133461,45.73,0.1,12.52,104311.11,16-May-25,99000.0,Put,2025-05-13 22:43,,,,,366211867
SELL,BTC-16MAY25-99000-P,0.0012,124.99,0.00134116,44.96,0.1,12.5,104162.37,16-May-25,99000.0,Put,2025-05-13 22:53,,,,,366212555
SELL,BTC-16MAY25-99000-P,0.0012,124.99,0.00134116,44.96,0.1,12.5,104162.37,16-May-25,99000.0,Put,2025-05-13 22:53,,,,,366212556
SELL,BTC-16MAY25-99000-P,0.0012,124.99,0.00134116,44.96,0.1,12.5,104162.37,16-May-25,99000.0,Put,2025-05-13 22:53,,,,,366212557
SELL,BTC-16MAY25-99000-P,0.0012,124.99,0.00134116,44.96,0.2,25.0,104162.37,16-May-25,99000.0,Put,2025-05-13 22:53,,,,,366212558
BUY,BTC-16MAY25-99000-P,0.0013,135.23,0.0013484,44.85,0.2,27.05,104024.59,16-May-25,99000.0,Put,2025-05-13 23:05,,,,,366213924
SELL,BTC-16MAY25-99000-P,0.0012,125.06,0.00124662,45.65,0.1,12.51,104216.13,16-May-25,99000.0,Put,2025-05-13 23:48,,,,,366216746
SELL,BTC-16MAY25-99000-P,0.0011,114.65,0.00124095,44.8,0.1,11.47,104231.11,16-May-25,99000.0,Put,2025-05-13 23:48,,,,,366216767
BUY,BTC-16MAY25-99000-P,0.0013,134.84,0.00132497,44.09,0.1,13.48,103726.32,16-May-25,99000.0,Put,2025-05-14 02:00,,,,,366232431
BUY,BTC-16MAY25-99000-P,0.0013,134.84,0.00132497,44.09,0.1,13.48,103726.32,16-May-25,99000.0,Put,2025-05-14 02:00,,,,,366232432
BUY,BTC-16MAY25-99000-P,0.0014,145.07,0.00140242,44.2,0.1,14.51,103619.56,16-May-25,99000.0,Put,2025-05-14 02:03,,,,,366232931
BUY,BTC-16MAY25-99000-P,0.0014,145.07,0.00140242,44.2,0.1,14.51,103619.56,16-May-25,99000.0,Put,2025-05-14 02:03,,,,,366232932
BUY,BTC-16MAY25-99000-P,0.0015,155.47,0.00138497,45.19,0.1,15.55,103644.25,16-May-25,99000.0,Put,2025-05-14 02:03,,,,,366233064
SELL,BTC-16MAY25-99000-P,0.0012,124.34,0.00138275,42.46,0.8,99.47,103612.6,16-May-25,99000.0,Put,2025-05-14 02:08,,,,,366233464
SELL,BTC-16MAY25-99000-P,0.0012,124.34,0.00138275,42.46,0.2,24.87,103612.6,16-May-25,99000.0,Put,2025-05-14 02:08,,,,,366233465
SELL,BTC-16MAY25-99000-P,0.0011,114.09,0.00128317,42.52,0.1,11.41,103713.68,16-May-25,99000.0,Put,2025-05-14 02:38,,,,,366235160
BUY,BTC-16MAY25-99000-P,0.0011,114.1,0.00117013,42.76,0.7,79.87,103725.96,16-May-25,99000.0,Put,2025-05-14 03:00,,,,,366235815
BUY,BTC-16MAY25-99000-P,0.0014,145.1,0.00118436,44.96,0.5,72.55,103645.81,16-May-25,99000.0,Put,2025-05-14 03:17,,,,,366237006
SELL,BTC-16MAY25-99000-P,0.001,103.53,0.00125435,40.85,0.4,41.41,103531.7,16-May-25,99000.0,Put,2025-05-14 04:03,,,,,366238894
SELL,BTC-16MAY25-99000-P,0.0009,93.14,0.00111689,40.88,0.1,9.31,103489.61,16-May-25,99000.0,Put,2025-05-14 07:36,,,,,366260251
SELL,BTC-16MAY25-99000-P,0.0008,83.04,0.00096592,41.94,0.1,8.3,103794.26,16-May-25,99000.0,Put,2025-05-14 08:01,,,,,366265801
BUY,BTC-16MAY25-99000-P,0.001,103.53,0.00098584,42.33,1.0,103.53,103527.19,16-May-25,99000.0,Put,2025-05-14 08:12,,,,,366269398
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00094821,42.61,1.0,103.56,103557.63,16-May-25,99000.0,Put,2025-05-14 08:13,,,,,366269507
BUY,BTC-16MAY25-99000-P,0.001,103.57,0.00091841,42.78,0.2,20.71,103571.84,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269789
BUY,BTC-16MAY25-99000-P,0.001,103.57,0.00091841,42.78,1.8,186.43,103571.84,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269790
BUY,BTC-16MAY25-99000-P,0.001,103.57,0.00091841,42.78,0.5,51.78,103571.84,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269791
BUY,BTC-16MAY25-99000-P,0.001,103.57,0.00091841,42.78,0.4,41.43,103571.84,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269792
BUY,BTC-16MAY25-99000-P,0.001,103.57,0.00091841,42.78,0.5,51.78,103571.84,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269793
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.4,41.42,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269795
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.5,51.78,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269796
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.1,10.36,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269797
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.8,82.85,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269798
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.2,20.71,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269799
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.1,10.36,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269800
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.8,82.85,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269801
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.3,31.07,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269802
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.1,10.36,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269803
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.4,41.42,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269804
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.2,20.71,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269805
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.1,10.36,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269806
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,1.0,103.56,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269808
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.2,20.71,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269809
BUY,BTC-16MAY25-99000-P,0.001,103.56,0.00091837,42.69,0.1,10.36,103562.51,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269810
BUY,BTC-16MAY25-99000-P,0.001,103.55,0.00092045,42.62,0.1,10.36,103553.76,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269813
BUY,BTC-16MAY25-99000-P,0.001,103.55,0.00092045,42.62,0.2,20.71,103553.76,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269814
BUY,BTC-16MAY25-99000-P,0.001,103.55,0.00092045,42.62,0.2,20.71,103553.76,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269815
BUY,BTC-16MAY25-99000-P,0.001,103.55,0.00092045,42.62,0.2,20.71,103553.76,16-May-25,99000.0,Put,2025-05-14 08:15,,,,,366269816
BUY,BTC-16MAY25-99000-P,0.001,103.27,0.00097909,40.81,9.6,991.39,103273.02,16-May-25,99000.0,Put,2025-05-14 08:59,,,,,366276275
SELL,BTC-16MAY25-99000-P,0.0009,92.9,0.00099889,39.74,0.1,9.29,103223.74,16-May-25,99000.0,Put,2025-05-14 09:01,,,,,366277167
SELL,BTC-16MAY25-99000-P,0.0013,133.93,0.0011533,41.94,0.1,13.39,103025.08,16-May-25,99000.0,Put,2025-05-14 09:11,,,,,366280405
SELL,BTC-16MAY25-99000-P,0.0011,113.51,0.00113098,41.37,1.0,113.51,103191.04,16-May-25,99000.0,Put,2025-05-14 09:22,,,,,366281739
BUY,BTC-16MAY25-99000-P,0.0007,72.77,0.0007196,43.72,1.0,72.77,103959.27,16-May-25,99000.0,Put,2025-05-14 12:03,,,,,366296833
SELL,BTC-16MAY25-99000-P,0.0006,62.41,0.00059699,43.38,0.1,6.24,104010.15,16-May-25,99000.0,Put,2025-05-14 13:11,,,,,366301885
BUY,BTC-16MAY25-99000-P,0.0007,72.81,0.00059622,44.79,0.1,7.28,104014.96,16-May-25,99000.0,Put,2025-05-14 13:11,,,,,366301901
SELL,BTC-16MAY25-99000-P,0.0006,62.48,0.00061223,44.24,0.1,6.25,104125.22,16-May-25,99000.0,Put,2025-05-14 13:32,,,,,366303859
BUY,BTC-16MAY25-99000-P,0.0007,72.9,0.00060617,45.79,0.1,7.29,104144.29,16-May-25,99000.0,Put,2025-05-14 13:32,,,,,366303892
BUY,BTC-16MAY25-99000-P,0.0006,62.45,0.00067637,43.93,1.0,62.45,104080.83,16-May-25,99000.0,Put,2025-05-14 13:41,,,,,366305683
BUY,BTC-16MAY25-99000-P,0.0006,62.47,0.00067819,44.1,1.0,62.47,104119.54,16-May-25,99000.0,Put,2025-05-14 13:41,,,,,366305697
BUY,BTC-16MAY25-99000-P,0.0007,72.65,0.00079026,43.36,1.0,72.65,103783.84,16-May-25,99000.0,Put,2025-05-14 13:44,,,,,366306415
BUY,BTC-16MAY25-99000-P,0.0007,72.65,0.00079211,43.31,1.0,72.65,103782.67,16-May-25,99000.0,Put,2025-05-14 13:44,,,,,366306426
BUY,BTC-16MAY25-99000-P,0.0007,72.64,0.00079147,43.28,1.0,72.64,103777.34,16-May-25,99000.0,Put,2025-05-14 13:44,,,,,366306464
BUY,BTC-16MAY25-99000-P,0.0008,83.06,0.00070444,44.9,0.1,8.31,103823.92,16-May-25,99000.0,Put,2025-05-14 13:55,,,,,366309329
SELL,BTC-16MAY25-99000-P,0.0008,83.06,0.00070444,44.9,0.1,8.31,103823.92,16-May-25,99000.0,Put,2025-05-14 13:55,,,,,366309330
SELL,BTC-16MAY25-100000-C,0.0445,4643.39,0.04424006,44.23,3.8,17644.88,104345.81,16-May-25,100000.0,Call,2025-05-13 18:55,,,,,366187980
SELL,BTC-16MAY25-100000-C,0.0475,4969.87,0.04732174,48.01,0.9,4472.88,104628.9,16-May-25,100000.0,Call,2025-05-13 19:53,,,,,366196618
SELL,BTC-16MAY25-100000-C,0.0475,4969.87,0.04732174,48.01,0.1,496.99,104628.9,16-May-25,100000.0,Call,2025-05-13 19:53,,,,,366196629
SELL,BTC-16MAY25-100000-C,0.048,5026.55,0.04791871,46.77,0.1,502.66,104719.78,16-May-25,100000.0,Call,2025-05-13 19:54,,,,,366197031
SELL,BTC-16MAY25-100000-C,0.048,5025.82,0.04779228,47.88,0.1,502.58,104704.54,16-May-25,100000.0,Call,2025-05-13 19:54,,,,,366197072
SELL,BTC-16MAY25-100000-C,0.048,5025.82,0.04779228,47.88,0.1,502.58,104704.54,16-May-25,100000.0,Call,2025-05-13 19:54,,,,,366197073
SELL,BTC-16MAY25-100000-C,0.0395,4097.72,0.03915211,44.1,0.3,1229.32,103739.76,16-May-25,100000.0,Call,2025-05-14 02:21,,,,,366234549
SELL,BTC-16MAY25-100000-C,0.0325,3354.66,0.03357478,30.59,0.7,2348.26,103220.21,16-May-25,100000.0,Call,2025-05-14 09:24,,,,,366281924
BUY,BTC-16MAY25-100000-C,0.0325,3354.66,0.03357478,30.59,6.3,21134.36,103220.21,16-May-25,100000.0,Call,2025-05-14 09:24,,,,,366281925
SELL,BTC-16MAY25-100000-C,0.0325,3357.19,0.03413782,0.0,1.4,4700.07,103298.11,16-May-25,100000.0,Call,2025-05-14 09:26,,,,,366282522
SELL,BTC-16MAY25-100000-C,0.0335,3460.48,0.03422171,33.77,1.0,3460.48,103297.77,16-May-25,100000.0,Call,2025-05-14 09:28,,,,,366282680
SELL,BTC-16MAY25-100000-C,0.0415,4321.03,0.04128878,42.77,5.0,21605.15,104121.29,16-May-25,100000.0,Call,2025-05-14 13:30,,,,,366303576
SELL,BTC-16MAY25-100000-C,0.042,4373.9,0.04145396,45.95,0.2,874.78,104140.56,16-May-25,100000.0,Call,2025-05-14 13:30,,,,,366303602
SELL,BTC-16MAY25-100000-C,0.042,4373.9,0.04145396,45.95,6.6,28867.74,104140.56,16-May-25,100000.0,Call,2025-05-14 13:30,,,,,366303603
SELL,BTC-16MAY25-100000-C,0.042,4373.9,0.04145396,45.95,0.2,874.78,104140.56,16-May-25,100000.0,Call,2025-05-14 13:30,,,,,366303605
SELL,BTC-16MAY25-100000-C,0.042,4373.87,0.04145865,46.01,6.3,27555.38,104139.87,16-May-25,100000.0,Call,2025-05-14 13:30,,,,,366303606
