Side,Instrument,Price (BTC),Price (USD),Mark Price (BTC),IV (%),Size,Entry Value,Underlying Price,Expiration Date,Strike Price,Option Type,Entry Date,BlockTrade IDs,BlockTrade Count,Combo ID,ComboTrade IDs,Trade ID
BUY,BTC-15MAY25-90000-P,0.0001,10.44,2.445e-05,89.71,0.1,1.04,104377.87,15-May-25,90000.0,Put,2025-05-13 18:25,,,,,366185706
BUY,BTC-15MAY25-90000-P,0.0001,10.44,2.445e-05,89.71,0.1,1.04,104377.87,15-May-25,90000.0,Put,2025-05-13 18:25,,,,,366185707
SELL,BTC-15MAY25-90000-P,0.0001,10.44,2.445e-05,89.71,0.3,3.13,104377.87,15-May-25,90000.0,Put,2025-05-13 18:25,,,,,366185708
BUY,BTC-15MAY25-90000-P,0.0001,10.35,3.03e-06,106.0,0.1,1.03,103549.72,15-May-25,90000.0,Put,2025-05-14 07:35,,,,,366260120
BUY,BTC-15MAY25-90000-P,0.0001,10.35,3.03e-06,106.0,0.3,3.1,103549.72,15-May-25,90000.0,Put,2025-05-14 07:35,,,,,366260121
BUY,BTC-15MAY25-90000-P,0.0001,10.35,3.03e-06,106.0,0.6,6.21,103549.72,15-May-25,90000.0,Put,2025-05-14 07:35,,,,,366260122
BUY,BTC-15MAY25-92000-P,0.0002,20.84,7.237e-05,83.99,0.2,4.17,104192.15,15-May-25,92000.0,Put,2025-05-13 18:43,,,,,366187048
SELL,BTC-15MAY25-92000-P,0.0002,20.84,7.237e-05,83.99,3.9,81.28,104192.15,15-May-25,92000.0,Put,2025-05-13 18:43,,,,,366187049
SELL,BTC-15MAY25-92000-P,0.0002,20.84,7.237e-05,83.99,5.9,122.96,104192.15,15-May-25,92000.0,Put,2025-05-13 18:43,,,,,366187050
BUY,BTC-15MAY25-92000-P,0.0003,31.49,3.808e-05,94.67,0.1,3.15,104961.47,15-May-25,92000.0,Put,2025-05-13 19:46,,,,,366194541
SELL,BTC-15MAY25-94000-P,0.0001,10.33,0.00020712,57.53,0.1,1.03,103348.87,15-May-25,94000.0,Put,2025-05-13 14:30,,,,,366152848
SELL,BTC-15MAY25-94000-P,0.0001,10.33,0.00020712,57.53,0.1,1.03,103348.87,15-May-25,94000.0,Put,2025-05-13 14:30,,,,,366152849
BUY,BTC-15MAY25-94000-P,0.0003,31.27,0.00014835,73.63,3.0,93.81,104225.4,15-May-25,94000.0,Put,2025-05-13 16:36,,,,,366171223
SELL,BTC-15MAY25-94000-P,0.0001,10.42,0.00015032,63.63,0.9,9.38,104198.71,15-May-25,94000.0,Put,2025-05-13 16:36,,,,,366171256
BUY,BTC-15MAY25-94000-P,0.0001,10.42,0.00015032,63.63,1.7,17.71,104198.71,15-May-25,94000.0,Put,2025-05-13 16:36,,,,,366171257
BUY,BTC-15MAY25-94000-P,0.0001,10.42,0.00015032,63.63,0.4,4.17,104198.71,15-May-25,94000.0,Put,2025-05-13 16:36,,,,,366171258
SELL,BTC-15MAY25-94000-P,0.0001,10.36,7.392e-05,69.49,0.1,1.04,103615.85,15-May-25,94000.0,Put,2025-05-14 02:12,,,,,366234117
BUY,BTC-15MAY25-94000-P,0.0001,10.37,4.34e-05,73.68,0.3,3.11,103724.04,15-May-25,94000.0,Put,2025-05-14 04:58,,,,,366241467
BUY,BTC-15MAY25-96000-P,0.0003,30.94,0.00028221,52.45,0.2,6.19,103144.3,15-May-25,96000.0,Put,2025-05-13 14:11,,,,,366149271
BUY,BTC-15MAY25-96000-P,0.0003,30.94,0.00028221,52.45,0.8,24.75,103144.3,15-May-25,96000.0,Put,2025-05-13 14:11,,,,,366149272
BUY,BTC-15MAY25-96000-P,0.0003,30.94,0.00028464,52.37,0.3,9.28,103132.27,15-May-25,96000.0,Put,2025-05-13 14:12,,,,,366149382
BUY,BTC-15MAY25-96000-P,0.0003,30.94,0.00028464,52.37,0.7,21.66,103132.27,15-May-25,96000.0,Put,2025-05-13 14:12,,,,,366149383
SELL,BTC-15MAY25-96000-P,0.0002,20.96,0.00019335,62.79,0.1,2.1,104801.4,15-May-25,96000.0,Put,2025-05-13 19:37,,,,,366192625
SELL,BTC-15MAY25-96000-P,0.0001,10.4,0.00020757,57.88,1.0,10.4,103976.4,15-May-25,96000.0,Put,2025-05-14 01:36,,,,,366228131
SELL,BTC-15MAY25-96000-P,0.0001,10.35,0.00022037,57.16,1.5,15.52,103480.55,15-May-25,96000.0,Put,2025-05-14 04:07,,,,,366239132
SELL,BTC-15MAY25-96000-P,0.0001,10.35,0.00022037,57.16,0.2,2.07,103480.55,15-May-25,96000.0,Put,2025-05-14 04:07,,,,,366239133
SELL,BTC-15MAY25-96000-P,0.0001,10.35,0.00022037,57.16,35.4,366.39,103480.55,15-May-25,96000.0,Put,2025-05-14 04:07,,,,,366239134
SELL,BTC-15MAY25-96000-P,0.0001,10.35,0.00022037,57.16,0.7,7.24,103480.55,15-May-25,96000.0,Put,2025-05-14 04:07,,,,,366239135
BUY,BTC-15MAY25-96000-P,0.0001,10.35,0.00022037,57.16,2.2,22.77,103480.55,15-May-25,96000.0,Put,2025-05-14 04:07,,,,,366239136
SELL,BTC-15MAY25-96000-P,0.0001,10.36,0.0001492,61.79,0.2,2.07,103587.43,15-May-25,96000.0,Put,2025-05-14 07:39,,,,,366260949
SELL,BTC-15MAY25-96000-P,0.0001,10.36,0.0001474,61.86,0.2,2.07,103596.33,15-May-25,96000.0,Put,2025-05-14 07:39,,,,,366260950
SELL,BTC-15MAY25-96000-P,0.0001,10.36,0.00014755,61.9,0.2,2.07,103593.79,15-May-25,96000.0,Put,2025-05-14 07:39,,,,,366260959
SELL,BTC-15MAY25-96000-P,0.0001,10.36,0.00014764,61.88,0.2,2.07,103594.53,15-May-25,96000.0,Put,2025-05-14 07:39,,,,,366260960
SELL,BTC-15MAY25-96000-P,0.0001,10.36,0.00014771,61.89,0.2,2.07,103595.09,15-May-25,96000.0,Put,2025-05-14 07:40,,,,,366260969
SELL,BTC-15MAY25-96000-P,0.0001,10.36,0.00015,61.87,10.0,103.6,103589.83,15-May-25,96000.0,Put,2025-05-14 07:41,,,,,366261052
SELL,BTC-15MAY25-96000-P,0.0001,10.36,0.00015234,61.8,1.0,10.36,103576.09,15-May-25,96000.0,Put,2025-05-14 07:42,,,,,366261237
SELL,BTC-15MAY25-96000-P,0.0001,10.37,0.00015143,62.55,0.9,9.33,103669.36,15-May-25,96000.0,Put,2025-05-14 07:49,,,,,366262547
BUY,BTC-15MAY25-96000-P,0.0002,20.75,0.00014728,69.29,0.1,2.08,103734.81,15-May-25,96000.0,Put,2025-05-14 07:54,,,,,366264064
SELL,BTC-15MAY25-96000-P,0.0001,10.37,0.00014888,63.11,0.2,2.07,103728.99,15-May-25,96000.0,Put,2025-05-14 07:54,,,,,366264072
SELL,BTC-15MAY25-96000-P,0.0001,10.37,0.00014889,63.19,0.1,1.04,103741.11,15-May-25,96000.0,Put,2025-05-14 07:55,,,,,366264260
SELL,BTC-15MAY25-96000-P,0.0001,10.37,0.00015013,63.17,0.2,2.07,103734.68,15-May-25,96000.0,Put,2025-05-14 07:55,,,,,366264290
SELL,BTC-15MAY25-96000-P,0.0001,10.38,0.00014764,63.51,0.2,2.08,103779.96,15-May-25,96000.0,Put,2025-05-14 07:57,,,,,366264645
BUY,BTC-15MAY25-96000-P,0.0001,10.37,8.959e-05,63.35,10.6,109.92,103672.29,15-May-25,96000.0,Put,2025-05-14 08:24,,,,,366270442
BUY,BTC-15MAY25-96000-P,0.0001,10.37,8.937e-05,63.37,0.9,9.33,103655.07,15-May-25,96000.0,Put,2025-05-14 08:30,,,,,366270680
SELL,BTC-15MAY25-98000-P,0.0005,51.67,0.00061812,44.6,0.1,5.17,103339.47,15-May-25,98000.0,Put,2025-05-13 14:09,,,,,366148363
SELL,BTC-15MAY25-98000-P,0.0005,51.66,0.00062754,44.46,0.1,5.17,103319.31,15-May-25,98000.0,Put,2025-05-13 14:09,,,,,366148365
SELL,BTC-15MAY25-98000-P,0.0004,41.55,0.00040297,47.26,0.1,4.16,103862.69,15-May-25,98000.0,Put,2025-05-13 16:10,,,,,366165213
BUY,BTC-15MAY25-98000-P,0.0005,51.95,0.00039598,49.4,0.1,5.2,103891.04,15-May-25,98000.0,Put,2025-05-13 16:10,,,,,366165243
SELL,BTC-15MAY25-98000-P,0.0004,41.74,0.00036805,50.5,0.1,4.17,104356.59,15-May-25,98000.0,Put,2025-05-13 16:16,,,,,366167556
BUY,BTC-15MAY25-98000-P,0.0006,62.61,0.00037517,54.32,0.1,6.26,104348.66,15-May-25,98000.0,Put,2025-05-13 16:16,,,,,366167749
BUY,BTC-15MAY25-98000-P,0.0004,41.59,0.00047277,48.38,0.1,4.16,103972.73,15-May-25,98000.0,Put,2025-05-13 16:45,,,,,366172249
SELL,BTC-15MAY25-98000-P,0.0003,31.45,0.00031065,53.24,0.8,25.16,104818.44,15-May-25,98000.0,Put,2025-05-13 19:38,,,,,366192690
SELL,BTC-15MAY25-98000-P,0.0003,31.45,0.00031065,53.24,0.1,3.14,104818.44,15-May-25,98000.0,Put,2025-05-13 19:38,,,,,366192691
SELL,BTC-15MAY25-98000-P,0.0003,31.44,0.00031799,53.11,2.0,62.88,104797.81,15-May-25,98000.0,Put,2025-05-13 19:38,,,,,366192905
SELL,BTC-15MAY25-98000-P,0.0003,31.42,0.00033342,52.72,0.1,3.14,104742.19,15-May-25,98000.0,Put,2025-05-13 19:39,,,,,366193113
SELL,BTC-15MAY25-98000-P,0.0003,31.42,0.00032472,52.96,0.1,3.14,104730.92,15-May-25,98000.0,Put,2025-05-13 19:56,,,,,366197495
BUY,BTC-15MAY25-98000-P,0.0005,52.45,0.00029075,59.04,2.0,104.9,104906.58,15-May-25,98000.0,Put,2025-05-13 20:01,,,,,366198267
SELL,BTC-15MAY25-98000-P,0.0003,31.3,0.00023948,52.57,0.2,6.26,104343.75,15-May-25,98000.0,Put,2025-05-13 22:40,,,,,366211641
SELL,BTC-15MAY25-98000-P,0.0003,31.21,0.00023907,51.2,0.1,3.12,104036.82,15-May-25,98000.0,Put,2025-05-13 23:33,,,,,366216309
BUY,BTC-15MAY25-98000-P,0.0003,31.14,0.0002647,50.35,7.7,239.78,103810.68,15-May-25,98000.0,Put,2025-05-14 00:31,,,,,366219399
BUY,BTC-15MAY25-98000-P,0.0003,31.18,0.00031862,52.43,0.1,3.12,103927.94,15-May-25,98000.0,Put,2025-05-14 01:36,,,,,366228181
BUY,BTC-15MAY25-98000-P,0.0003,31.18,0.00032862,52.08,0.1,3.12,103921.17,15-May-25,98000.0,Put,2025-05-14 01:36,,,,,366228182
BUY,BTC-15MAY25-98000-P,0.0003,31.18,0.00032801,52.08,0.1,3.12,103929.12,15-May-25,98000.0,Put,2025-05-14 01:36,,,,,366228197
SELL,BTC-15MAY25-98000-P,0.0003,31.13,0.00033979,54.06,0.1,3.11,103756.58,15-May-25,98000.0,Put,2025-05-14 05:11,,,,,366244511
SELL,BTC-15MAY25-98000-P,0.0003,31.13,0.00033866,54.06,0.1,3.11,103756.58,15-May-25,98000.0,Put,2025-05-14 05:11,,,,,366244521
BUY,BTC-15MAY25-98000-P,0.0003,31.13,0.00033773,54.09,0.1,3.11,103758.69,15-May-25,98000.0,Put,2025-05-14 05:12,,,,,366244524
BUY,BTC-15MAY25-98000-P,0.0003,31.13,0.00033685,54.08,0.1,3.11,103757.64,15-May-25,98000.0,Put,2025-05-14 05:12,,,,,366244529
BUY,BTC-15MAY25-98000-P,0.0003,31.13,0.00033721,54.06,0.1,3.11,103754.63,15-May-25,98000.0,Put,2025-05-14 05:12,,,,,366244533
BUY,BTC-15MAY25-98000-P,0.0003,31.13,0.00026514,55.34,0.1,3.11,103750.27,15-May-25,98000.0,Put,2025-05-14 06:26,,,,,366251240
SELL,BTC-15MAY25-98000-P,0.0002,20.74,0.00027595,51.88,0.1,2.07,103723.82,15-May-25,98000.0,Put,2025-05-14 06:36,,,,,366252367
SELL,BTC-15MAY25-98000-P,0.0002,20.74,0.00027595,51.88,0.4,8.3,103723.82,15-May-25,98000.0,Put,2025-05-14 06:36,,,,,366252368
BUY,BTC-15MAY25-98000-P,0.0003,31.06,0.00027059,54.75,0.2,6.21,103531.47,15-May-25,98000.0,Put,2025-05-14 07:36,,,,,366260158
BUY,BTC-15MAY25-98000-P,0.0004,41.41,0.00027445,57.56,0.3,12.42,103529.92,15-May-25,98000.0,Put,2025-05-14 07:38,,,,,366260683
BUY,BTC-15MAY25-98000-P,0.0002,20.75,0.000179,53.17,0.2,4.15,103728.99,15-May-25,98000.0,Put,2025-05-14 07:54,,,,,366264071
BUY,BTC-15MAY25-98000-P,0.0002,20.76,0.0001715,53.6,0.1,2.08,103779.96,15-May-25,98000.0,Put,2025-05-14 07:57,,,,,366264646
BUY,BTC-15MAY25-98000-P,0.0002,20.75,0.00020995,53.63,0.3,6.22,103766.73,15-May-25,98000.0,Put,2025-05-14 08:07,,,,,366267903
SELL,BTC-15MAY25-98000-P,0.0001,10.37,0.00020459,48.34,1.8,18.67,103682.38,15-May-25,98000.0,Put,2025-05-14 08:22,,,,,366270327
SELL,BTC-15MAY25-98000-P,0.0001,10.37,0.00020459,48.34,1.6,16.59,103682.38,15-May-25,98000.0,Put,2025-05-14 08:22,,,,,366270328
SELL,BTC-15MAY25-98000-P,0.0001,10.37,0.00020459,48.34,0.1,1.04,103682.38,15-May-25,98000.0,Put,2025-05-14 08:22,,,,,366270329
SELL,BTC-15MAY25-98000-P,0.0001,10.37,0.00020459,48.34,1.0,10.37,103682.38,15-May-25,98000.0,Put,2025-05-14 08:22,,,,,366270330
SELL,BTC-15MAY25-98000-P,0.0001,10.37,0.00020546,48.31,3.8,39.41,103677.95,15-May-25,98000.0,Put,2025-05-14 08:23,,,,,366270334
SELL,BTC-15MAY25-98000-P,0.0001,10.36,0.00020483,48.17,0.1,1.04,103646.77,15-May-25,98000.0,Put,2025-05-14 08:29,,,,,366270651
SELL,BTC-15MAY25-98000-P,0.0001,10.36,0.00020476,48.19,0.1,1.04,103646.85,15-May-25,98000.0,Put,2025-05-14 08:29,,,,,366270661
SELL,BTC-15MAY25-98000-P,0.0001,10.36,0.00020476,48.19,0.1,1.04,103646.85,15-May-25,98000.0,Put,2025-05-14 08:29,,,,,366270662
BUY,BTC-15MAY25-98000-P,0.0004,41.2,0.00030999,54.81,2.5,103.0,103009.8,15-May-25,98000.0,Put,2025-05-14 09:04,,,,,366278547
BUY,BTC-15MAY25-98000-P,0.0002,20.67,0.00024698,51.94,0.2,4.13,103336.18,15-May-25,98000.0,Put,2025-05-14 09:33,,,,,366283220
BUY,BTC-15MAY25-98000-P,0.0002,20.65,0.00025476,51.18,0.3,6.19,103241.53,15-May-25,98000.0,Put,2025-05-14 09:36,,,,,366283591
BUY,BTC-15MAY25-98000-P,0.0002,20.65,0.00025476,51.18,0.2,4.13,103241.53,15-May-25,98000.0,Put,2025-05-14 09:36,,,,,366283592
SELL,BTC-15MAY25-98000-P,0.0001,10.4,0.00013791,54.12,3.0,31.2,103964.11,15-May-25,98000.0,Put,2025-05-14 11:36,,,,,366293911
SELL,BTC-15MAY25-98000-P,0.0001,10.39,0.00014502,53.95,2.0,20.78,103938.05,15-May-25,98000.0,Put,2025-05-14 11:37,,,,,366293953
SELL,BTC-15MAY25-98000-P,0.0001,10.39,0.00014652,53.89,2.0,20.78,103933.46,15-May-25,98000.0,Put,2025-05-14 11:37,,,,,366293956
SELL,BTC-15MAY25-98000-P,0.0001,10.4,0.00014547,54.24,0.1,1.04,103971.61,15-May-25,98000.0,Put,2025-05-14 11:38,,,,,366294001
SELL,BTC-15MAY25-98000-P,0.0001,10.41,0.00013303,55.44,2.0,20.82,104117.8,15-May-25,98000.0,Put,2025-05-14 11:42,,,,,366294685
BUY,BTC-15MAY25-98000-P,0.0001,10.43,0.00011616,59.51,1.0,10.43,104278.18,15-May-25,98000.0,Put,2025-05-14 13:33,,,,,366304220
BUY,BTC-15MAY25-99000-C,0.055,5756.7,0.05495189,47.5,0.1,575.67,104667.28,15-May-25,99000.0,Call,2025-05-13 19:28,,,,,366190631
BUY,BTC-15MAY25-99000-C,0.055,5756.04,0.05501216,48.3,0.1,575.6,104655.24,15-May-25,99000.0,Call,2025-05-13 20:35,,,,,366203000
BUY,BTC-15MAY25-99000-P,0.0006,62.28,0.00062515,43.63,2.0,124.56,103794.96,15-May-25,99000.0,Put,2025-05-13 16:52,,,,,366173443
BUY,BTC-15MAY25-99000-P,0.0006,62.91,0.00039733,53.14,1.8,113.24,104849.14,15-May-25,99000.0,Put,2025-05-13 20:00,,,,,366198074
BUY,BTC-15MAY25-99000-P,0.0006,62.91,0.00039733,53.14,1.2,75.49,104849.14,15-May-25,99000.0,Put,2025-05-13 20:00,,,,,366198075
BUY,BTC-15MAY25-99000-P,0.0006,62.77,0.00048133,51.54,2.0,125.54,104617.48,15-May-25,99000.0,Put,2025-05-13 20:05,,,,,366199415
SELL,BTC-15MAY25-99000-P,0.0004,41.58,0.00047706,47.02,0.1,4.16,103957.15,15-May-25,99000.0,Put,2025-05-14 01:36,,,,,366228315
SELL,BTC-15MAY25-99000-P,0.0004,41.43,0.00052989,45.81,0.1,4.14,103567.99,15-May-25,99000.0,Put,2025-05-14 03:58,,,,,366238655
BUY,BTC-15MAY25-99000-P,0.0006,62.24,0.00047547,51.96,0.1,6.22,103733.96,15-May-25,99000.0,Put,2025-05-14 04:56,,,,,366241418
BUY,BTC-15MAY25-99000-P,0.0004,41.52,0.00044644,48.8,0.2,8.3,103806.87,15-May-25,99000.0,Put,2025-05-14 05:04,,,,,366243086
BUY,BTC-15MAY25-99000-P,0.0004,41.52,0.00044644,48.8,1.8,74.74,103806.87,15-May-25,99000.0,Put,2025-05-14 05:04,,,,,366243087
SELL,BTC-15MAY25-99000-P,0.0004,41.51,0.00043318,50.26,0.5,20.76,103770.65,15-May-25,99000.0,Put,2025-05-14 06:58,,,,,366254808
SELL,BTC-15MAY25-99000-P,0.0003,31.14,0.00033633,48.72,0.2,6.23,103790.2,15-May-25,99000.0,Put,2025-05-14 08:05,,,,,366267434
SELL,BTC-15MAY25-99000-P,0.0003,31.14,0.00032872,48.84,0.1,3.11,103798.06,15-May-25,99000.0,Put,2025-05-14 08:05,,,,,366267461
SELL,BTC-15MAY25-99000-P,0.0002,20.77,0.00024076,48.51,1.0,20.77,103839.61,15-May-25,99000.0,Put,2025-05-14 10:35,,,,,366288912
SELL,BTC-15MAY25-99000-P,0.0002,20.82,0.00017293,52.08,0.1,2.08,104094.87,15-May-25,99000.0,Put,2025-05-14 11:40,,,,,366294505
SELL,BTC-15MAY25-99000-P,0.0002,20.82,0.00017658,52.14,0.1,2.08,104101.43,15-May-25,99000.0,Put,2025-05-14 11:41,,,,,366294624
BUY,BTC-15MAY25-100000-P,0.0013,134.28,0.00144178,37.96,0.1,13.43,103289.97,15-May-25,100000.0,Put,2025-05-13 14:10,,,,,366148432
BUY,BTC-15MAY25-100000-P,0.0011,113.67,0.00111049,37.12,0.1,11.37,103332.42,15-May-25,100000.0,Put,2025-05-13 15:06,,,,,366157086
SELL,BTC-15MAY25-100000-P,0.0009,93.59,0.00081455,40.81,0.1,9.36,103985.51,15-May-25,100000.0,Put,2025-05-13 16:12,,,,,366165495
SELL,BTC-15MAY25-100000-P,0.0009,93.66,0.00076601,41.44,0.5,46.83,104064.9,15-May-25,100000.0,Put,2025-05-13 16:12,,,,,366165840
BUY,BTC-15MAY25-100000-P,0.0008,83.09,0.00090012,39.23,0.1,8.31,103857.92,15-May-25,100000.0,Put,2025-05-13 17:06,,,,,366175143
SELL,BTC-15MAY25-100000-P,0.0006,62.66,0.00062666,41.33,0.1,6.27,104426.66,15-May-25,100000.0,Put,2025-05-13 18:13,,,,,366184893
BUY,BTC-15MAY25-100000-P,0.0007,73.04,0.00066401,42.11,0.1,7.3,104348.05,15-May-25,100000.0,Put,2025-05-13 18:18,,,,,366185325
SELL,BTC-15MAY25-100000-P,0.0006,62.61,0.00065673,40.83,0.1,6.26,104356.39,15-May-25,100000.0,Put,2025-05-13 18:18,,,,,366185333
BUY,BTC-15MAY25-100000-P,0.0007,73.06,0.00064252,42.37,0.1,7.31,104378.52,15-May-25,100000.0,Put,2025-05-13 18:19,,,,,366185375
SELL,BTC-15MAY25-100000-P,0.0006,62.63,0.00063788,41.06,0.1,6.26,104385.87,15-May-25,100000.0,Put,2025-05-13 18:19,,,,,366185379
BUY,BTC-15MAY25-100000-P,0.0007,73.05,0.00063737,42.28,0.1,7.3,104353.69,15-May-25,100000.0,Put,2025-05-13 18:33,,,,,366186297
SELL,BTC-15MAY25-100000-P,0.0006,62.6,0.00064654,40.79,0.1,6.26,104334.14,15-May-25,100000.0,Put,2025-05-13 18:33,,,,,366186301
BUY,BTC-15MAY25-100000-P,0.0007,73.02,0.00066001,41.96,0.1,7.3,104309.36,15-May-25,100000.0,Put,2025-05-13 18:34,,,,,366186348
SELL,BTC-15MAY25-100000-P,0.0006,62.82,0.00056626,44.08,0.1,6.28,104706.0,15-May-25,100000.0,Put,2025-05-13 19:32,,,,,366191391
BUY,BTC-15MAY25-100000-P,0.0008,83.78,0.00055961,47.02,0.1,8.38,104722.67,15-May-25,100000.0,Put,2025-05-13 19:32,,,,,366191404
BUY,BTC-15MAY25-100000-P,0.0007,73.48,0.00057012,47.78,0.1,7.35,104975.59,15-May-25,100000.0,Put,2025-05-13 19:47,,,,,366194726
BUY,BTC-15MAY25-100000-P,0.0007,73.48,0.00057012,47.78,0.8,58.78,104975.59,15-May-25,100000.0,Put,2025-05-13 19:47,,,,,366194727
BUY,BTC-15MAY25-100000-P,0.0009,94.11,0.00078977,47.46,0.1,9.41,104571.88,15-May-25,100000.0,Put,2025-05-13 19:57,,,,,366197624
BUY,BTC-15MAY25-100000-P,0.0008,83.68,0.00074172,46.65,1.0,83.68,104602.44,15-May-25,100000.0,Put,2025-05-13 20:10,,,,,366201282
SELL,BTC-15MAY25-100000-P,0.0008,83.7,0.00072169,46.89,1.0,83.7,104630.17,15-May-25,100000.0,Put,2025-05-13 20:12,,,,,366201433
BUY,BTC-15MAY25-100000-P,0.0009,94.16,0.00073176,48.08,1.0,94.16,104621.45,15-May-25,100000.0,Put,2025-05-13 20:14,,,,,366201637
SELL,BTC-15MAY25-100000-P,0.0007,72.96,0.00071724,43.88,0.1,7.3,104230.8,15-May-25,100000.0,Put,2025-05-13 22:23,,,,,366210898
SELL,BTC-15MAY25-100000-P,0.0006,62.51,0.00067639,42.58,0.2,12.5,104189.8,15-May-25,100000.0,Put,2025-05-13 22:54,,,,,366212619
SELL,BTC-15MAY25-100000-P,0.0006,62.51,0.00067639,42.58,0.1,6.25,104189.8,15-May-25,100000.0,Put,2025-05-13 22:54,,,,,366212620
SELL,BTC-15MAY25-100000-P,0.0006,62.49,0.00066516,42.39,0.2,12.5,104151.47,15-May-25,100000.0,Put,2025-05-13 23:02,,,,,366213125
SELL,BTC-15MAY25-100000-P,0.0006,62.52,0.00060795,42.91,0.1,6.25,104195.08,15-May-25,100000.0,Put,2025-05-13 23:20,,,,,366215732
BUY,BTC-15MAY25-100000-P,0.0007,72.93,0.00061435,44.28,0.1,7.29,104186.77,15-May-25,100000.0,Put,2025-05-13 23:20,,,,,366215770
SELL,BTC-15MAY25-100000-P,0.0006,62.51,0.00061438,42.84,0.1,6.25,104187.0,15-May-25,100000.0,Put,2025-05-13 23:20,,,,,366215771
BUY,BTC-15MAY25-100000-P,0.0007,72.93,0.00061534,44.29,0.1,7.29,104187.32,15-May-25,100000.0,Put,2025-05-13 23:20,,,,,366215778
BUY,BTC-15MAY25-100000-P,0.0008,83.32,0.00064527,45.54,1.0,83.32,104154.64,15-May-25,100000.0,Put,2025-05-13 23:42,,,,,366216549
BUY,BTC-15MAY25-100000-P,0.0008,83.37,0.00065131,46.13,1.0,83.37,104216.13,15-May-25,100000.0,Put,2025-05-13 23:48,,,,,366216747
BUY,BTC-15MAY25-100000-P,0.0008,83.21,0.00071655,44.6,0.5,41.6,104006.74,15-May-25,100000.0,Put,2025-05-14 00:07,,,,,366217955
BUY,BTC-15MAY25-100000-P,0.0008,83.21,0.00071655,44.6,0.5,41.6,104006.74,15-May-25,100000.0,Put,2025-05-14 00:07,,,,,366217956
BUY,BTC-15MAY25-100000-P,0.0009,93.58,0.00073417,45.69,0.1,9.36,103973.99,15-May-25,100000.0,Put,2025-05-14 00:16,,,,,366218366
BUY,BTC-15MAY25-100000-P,0.0008,83.21,0.00071336,44.73,0.1,8.32,104006.31,15-May-25,100000.0,Put,2025-05-14 00:16,,,,,366218403
BUY,BTC-15MAY25-100000-P,0.0009,93.55,0.00071718,46.03,0.1,9.36,103947.91,15-May-25,100000.0,Put,2025-05-14 01:01,,,,,366221911
SELL,BTC-15MAY25-100000-P,0.0008,83.12,0.00075131,44.36,0.1,8.31,103901.97,15-May-25,100000.0,Put,2025-05-14 01:02,,,,,366221944
BUY,BTC-15MAY25-100000-P,0.001,103.89,0.00075987,46.69,0.1,10.39,103890.66,15-May-25,100000.0,Put,2025-05-14 01:02,,,,,366221955
SELL,BTC-15MAY25-100000-P,0.0006,62.36,0.00076379,42.3,0.1,6.24,103929.41,15-May-25,100000.0,Put,2025-05-14 01:36,,,,,366228323
BUY,BTC-15MAY25-100000-P,0.0007,72.66,0.0006789,45.5,0.5,36.33,103802.33,15-May-25,100000.0,Put,2025-05-14 05:25,,,,,366245439
BUY,BTC-15MAY25-100000-P,0.0007,72.7,0.00069497,46.62,0.5,36.35,103851.17,15-May-25,100000.0,Put,2025-05-14 06:16,,,,,366250329
BUY,BTC-15MAY25-100000-P,0.0008,83.08,0.00069543,48.05,3.0,249.24,103850.6,15-May-25,100000.0,Put,2025-05-14 06:17,,,,,366250336
BUY,BTC-15MAY25-100000-P,0.0008,83.09,0.00067976,48.36,2.0,166.18,103867.94,15-May-25,100000.0,Put,2025-05-14 06:18,,,,,366250557
BUY,BTC-15MAY25-100000-P,0.0008,83.0,0.00070982,47.27,1.0,83.0,103750.26,15-May-25,100000.0,Put,2025-05-14 06:26,,,,,366251234
BUY,BTC-15MAY25-100000-P,0.0008,83.0,0.00070982,47.27,2.0,166.0,103750.26,15-May-25,100000.0,Put,2025-05-14 06:26,,,,,366251235
SELL,BTC-15MAY25-100000-P,0.0006,62.27,0.00068664,44.64,0.1,6.23,103776.36,15-May-25,100000.0,Put,2025-05-14 06:29,,,,,366251425
BUY,BTC-15MAY25-100000-P,0.0007,72.64,0.000688,46.13,0.1,7.26,103770.73,15-May-25,100000.0,Put,2025-05-14 06:29,,,,,366251461
SELL,BTC-15MAY25-100000-P,0.0006,62.27,0.00068339,44.65,0.1,6.23,103777.46,15-May-25,100000.0,Put,2025-05-14 06:30,,,,,366251495
BUY,BTC-15MAY25-100000-P,0.0007,72.61,0.00069652,45.88,0.9,65.35,103730.48,15-May-25,100000.0,Put,2025-05-14 06:34,,,,,366251978
BUY,BTC-15MAY25-100000-P,0.0008,82.99,0.00069926,47.21,3.0,248.97,103731.65,15-May-25,100000.0,Put,2025-05-14 06:34,,,,,366251980
BUY,BTC-15MAY25-100000-P,0.0008,82.96,0.00069962,47.04,0.1,8.3,103703.53,15-May-25,100000.0,Put,2025-05-14 06:40,,,,,366252738
SELL,BTC-15MAY25-100000-P,0.0006,62.22,0.00069742,44.14,0.1,6.22,103706.31,15-May-25,100000.0,Put,2025-05-14 06:40,,,,,366252741
BUY,BTC-15MAY25-100000-P,0.0008,82.97,0.00069706,47.1,0.1,8.3,103708.48,15-May-25,100000.0,Put,2025-05-14 06:41,,,,,366252824
SELL,BTC-15MAY25-100000-P,0.0006,62.23,0.00069395,44.2,0.1,6.22,103710.74,15-May-25,100000.0,Put,2025-05-14 06:41,,,,,366252826
